slot,dataset,attachment_point,requests,hop_budget,min_hop,reason
1028,8,2,1,1,inf,uncovered_within_hop_budget
1028,8,4,2,1,inf,uncovered_within_hop_budget
1028,8,5,2,1,inf,uncovered_within_hop_budget
1028,8,1,1,1,inf,uncovered_within_hop_budget
1028,8,6,1,1,inf,uncovered_within_hop_budget
1029,0,2,2,1,inf,uncovered_within_hop_budget
1029,0,4,3,1,inf,uncovered_within_hop_budget
1029,0,5,1,1,inf,uncovered_within_hop_budget
1029,0,6,1,1,inf,uncovered_within_hop_budget
1029,1,4,4,1,inf,uncovered_within_hop_budget
1029,1,0,2,1,inf,uncovered_within_hop_budget
1029,1,9,1,1,inf,uncovered_within_hop_budget
1029,3,4,2,1,inf,uncovered_within_hop_budget
1029,3,5,1,1,inf,uncovered_within_hop_budget
1029,3,0,2,1,inf,uncovered_within_hop_budget
1029,3,3,1,1,inf,uncovered_within_hop_budget
1029,4,2,2,1,inf,uncovered_within_hop_budget
1029,4,4,1,1,inf,uncovered_within_hop_budget
1029,4,5,1,1,inf,uncovered_within_hop_budget
1029,4,6,1,1,inf,uncovered_within_hop_budget
1029,4,3,1,1,inf,uncovered_within_hop_budget
1029,4,1,2,1,inf,uncovered_within_hop_budget
1029,5,2,2,1,inf,uncovered_within_hop_budget
1029,6,2,1,1,inf,uncovered_within_hop_budget
1029,6,4,1,1,inf,uncovered_within_hop_budget
1029,6,3,1,1,inf,uncovered_within_hop_budget
1029,7,5,1,1,inf,uncovered_within_hop_budget
1029,7,6,1,1,inf,uncovered_within_hop_budget
1029,7,0,1,1,inf,uncovered_within_hop_budget
1029,7,1,1,1,inf,uncovered_within_hop_budget
1029,8,4,2,1,inf,uncovered_within_hop_budget
1029,8,5,1,1,inf,uncovered_within_hop_budget
1029,8,3,1,1,inf,uncovered_within_hop_budget
1029,8,1,1,1,inf,uncovered_within_hop_budget
1030,0,2,3,1,inf,uncovered_within_hop_budget
1030,1,2,2,1,inf,uncovered_within_hop_budget
1030,1,1,1,1,inf,uncovered_within_hop_budget
1030,1,4,1,1,inf,uncovered_within_hop_budget
1030,1,5,1,1,inf,uncovered_within_hop_budget
1030,1,7,1,1,inf,uncovered_within_hop_budget
1030,3,5,1,1,inf,uncovered_within_hop_budget
1030,3,6,1,1,inf,uncovered_within_hop_budget
1030,4,2,1,1,inf,uncovered_within_hop_budget
1030,4,1,1,1,inf,uncovered_within_hop_budget
1030,4,0,1,1,inf,uncovered_within_hop_budget
1030,5,1,1,1,inf,uncovered_within_hop_budget
1030,6,5,1,1,inf,uncovered_within_hop_budget
1030,7,1,1,1,inf,uncovered_within_hop_budget
1030,7,4,1,1,inf,uncovered_within_hop_budget
1030,7,7,2,1,inf,uncovered_within_hop_budget
1030,8,2,1,1,inf,uncovered_within_hop_budget
1030,8,4,1,1,inf,uncovered_within_hop_budget
1030,8,7,1,1,inf,uncovered_within_hop_budget
1030,8,6,1,1,inf,uncovered_within_hop_budget
1030,8,8,1,1,inf,uncovered_within_hop_budget
1031,0,1,2,1,inf,uncovered_within_hop_budget
1031,0,2,1,1,inf,uncovered_within_hop_budget
1031,0,4,3,1,inf,uncovered_within_hop_budget
1031,0,6,1,1,inf,uncovered_within_hop_budget
1031,1,1,1,1,inf,uncovered_within_hop_budget
1031,1,2,1,1,inf,uncovered_within_hop_budget
1031,1,4,2,1,inf,uncovered_within_hop_budget
1031,1,8,1,1,inf,uncovered_within_hop_budget
1031,2,8,1,1,inf,uncovered_within_hop_budget
1031,3,0,1,1,inf,uncovered_within_hop_budget
1031,3,3,1,1,inf,uncovered_within_hop_budget
1031,3,7,2,1,inf,uncovered_within_hop_budget
1031,4,1,2,1,inf,uncovered_within_hop_budget
1031,4,4,1,1,inf,uncovered_within_hop_budget
1031,5,1,2,1,inf,uncovered_within_hop_budget
1031,5,2,1,1,inf,uncovered_within_hop_budget
1031,5,6,1,1,inf,uncovered_within_hop_budget
1031,5,9,1,1,inf,uncovered_within_hop_budget
1031,7,9,1,1,inf,uncovered_within_hop_budget
1031,8,2,1,1,inf,uncovered_within_hop_budget
1031,8,4,1,1,inf,uncovered_within_hop_budget
1031,8,3,2,1,inf,uncovered_within_hop_budget
1031,8,5,1,1,inf,uncovered_within_hop_budget
1032,0,0,3,1,inf,uncovered_within_hop_budget
1032,0,1,1,1,inf,uncovered_within_hop_budget
1032,0,2,2,1,inf,uncovered_within_hop_budget
1032,0,4,3,1,inf,uncovered_within_hop_budget
1032,0,8,1,1,inf,uncovered_within_hop_budget
1032,0,9,1,1,inf,uncovered_within_hop_budget
1032,1,0,2,1,inf,uncovered_within_hop_budget
1032,1,2,2,1,inf,uncovered_within_hop_budget
1032,1,9,2,1,inf,uncovered_within_hop_budget
1032,1,6,1,1,inf,uncovered_within_hop_budget
1032,2,0,1,1,inf,uncovered_within_hop_budget
1032,2,2,1,1,inf,uncovered_within_hop_budget
1032,2,3,1,1,inf,uncovered_within_hop_budget
1032,3,0,2,1,inf,uncovered_within_hop_budget
1032,3,1,1,1,inf,uncovered_within_hop_budget
1032,3,2,1,1,inf,uncovered_within_hop_budget
1032,3,8,1,1,inf,uncovered_within_hop_budget
1032,3,6,3,1,inf,uncovered_within_hop_budget
1032,3,3,1,1,inf,uncovered_within_hop_budget
1032,3,5,1,1,inf,uncovered_within_hop_budget
1032,4,0,1,1,inf,uncovered_within_hop_budget
1032,4,1,1,1,inf,uncovered_within_hop_budget
1032,4,2,1,1,inf,uncovered_within_hop_budget
1032,4,4,1,1,inf,uncovered_within_hop_budget
1032,4,8,1,1,inf,uncovered_within_hop_budget
1032,4,9,1,1,inf,uncovered_within_hop_budget
1032,4,6,1,1,inf,uncovered_within_hop_budget
1032,4,3,2,1,inf,uncovered_within_hop_budget
1032,4,7,1,1,inf,uncovered_within_hop_budget
1032,5,1,2,1,inf,uncovered_within_hop_budget
1032,5,2,1,1,inf,uncovered_within_hop_budget
1032,5,6,1,1,inf,uncovered_within_hop_budget
1032,5,3,1,1,inf,uncovered_within_hop_budget
1032,5,5,1,1,inf,uncovered_within_hop_budget
1032,6,2,1,1,inf,uncovered_within_hop_budget
1032,6,4,2,1,inf,uncovered_within_hop_budget
1032,6,9,1,1,inf,uncovered_within_hop_budget
1032,6,3,1,1,inf,uncovered_within_hop_budget
1032,6,5,1,1,inf,uncovered_within_hop_budget
1032,6,7,1,1,inf,uncovered_within_hop_budget
1032,7,2,1,1,inf,uncovered_within_hop_budget
1032,7,4,1,1,inf,uncovered_within_hop_budget
1032,7,5,1,1,inf,uncovered_within_hop_budget
1032,8,1,2,1,inf,uncovered_within_hop_budget
1032,8,2,3,1,inf,uncovered_within_hop_budget
1032,8,4,1,1,inf,uncovered_within_hop_budget
1032,8,6,1,1,inf,uncovered_within_hop_budget
1032,8,3,1,1,inf,uncovered_within_hop_budget
1032,8,5,2,1,inf,uncovered_within_hop_budget
1032,9,2,1,1,inf,uncovered_within_hop_budget
1033,0,0,2,1,inf,uncovered_within_hop_budget
1033,0,1,1,1,inf,uncovered_within_hop_budget
1033,0,7,1,1,inf,uncovered_within_hop_budget
1033,0,8,1,1,inf,uncovered_within_hop_budget
1033,1,1,3,1,inf,uncovered_within_hop_budget
1033,1,8,1,1,inf,uncovered_within_hop_budget
1033,1,3,1,1,inf,uncovered_within_hop_budget
1033,1,4,2,1,inf,uncovered_within_hop_budget
1033,1,5,2,1,inf,uncovered_within_hop_budget
1033,2,8,1,1,inf,uncovered_within_hop_budget
1033,2,5,1,1,inf,uncovered_within_hop_budget
1033,3,0,1,1,inf,uncovered_within_hop_budget
1033,3,1,2,1,inf,uncovered_within_hop_budget
1033,3,8,1,1,inf,uncovered_within_hop_budget
1033,3,3,1,1,inf,uncovered_within_hop_budget
1033,3,4,2,1,inf,uncovered_within_hop_budget
1033,3,2,2,1,inf,uncovered_within_hop_budget
1033,4,0,1,1,inf,uncovered_within_hop_budget
1033,4,1,1,1,inf,uncovered_within_hop_budget
1033,4,7,1,1,inf,uncovered_within_hop_budget
1033,4,8,1,1,inf,uncovered_within_hop_budget
1033,4,4,2,1,inf,uncovered_within_hop_budget
1033,4,5,1,1,inf,uncovered_within_hop_budget
1033,4,6,1,1,inf,uncovered_within_hop_budget
1033,5,4,1,1,inf,uncovered_within_hop_budget
1033,5,2,1,1,inf,uncovered_within_hop_budget
1033,5,6,2,1,inf,uncovered_within_hop_budget
1033,6,0,1,1,inf,uncovered_within_hop_budget
1033,6,1,1,1,inf,uncovered_within_hop_budget
1033,6,7,1,1,inf,uncovered_within_hop_budget
1033,6,8,1,1,inf,uncovered_within_hop_budget
1033,6,3,1,1,inf,uncovered_within_hop_budget
1033,7,1,1,1,inf,uncovered_within_hop_budget
1033,7,7,1,1,inf,uncovered_within_hop_budget
1033,7,4,2,1,inf,uncovered_within_hop_budget
1033,7,6,1,1,inf,uncovered_within_hop_budget
1033,8,0,2,1,inf,uncovered_within_hop_budget
1033,8,1,2,1,inf,uncovered_within_hop_budget
1033,8,7,1,1,inf,uncovered_within_hop_budget
1033,8,2,2,1,inf,uncovered_within_hop_budget
1033,8,9,1,1,inf,uncovered_within_hop_budget
1034,0,1,1,1,inf,uncovered_within_hop_budget
1034,0,2,1,1,inf,uncovered_within_hop_budget
1034,0,5,1,1,inf,uncovered_within_hop_budget
1034,0,6,1,1,inf,uncovered_within_hop_budget
1034,0,7,1,1,inf,uncovered_within_hop_budget
1034,1,2,2,1,inf,uncovered_within_hop_budget
1034,1,5,2,1,inf,uncovered_within_hop_budget
1034,1,0,2,1,inf,uncovered_within_hop_budget
1034,2,1,1,1,inf,uncovered_within_hop_budget
1034,3,2,3,1,inf,uncovered_within_hop_budget
1034,3,0,1,1,inf,uncovered_within_hop_budget
1034,4,5,1,1,inf,uncovered_within_hop_budget
1034,4,4,1,1,inf,uncovered_within_hop_budget
1034,5,1,1,1,inf,uncovered_within_hop_budget
1034,6,0,1,1,inf,uncovered_within_hop_budget
1034,6,4,1,1,inf,uncovered_within_hop_budget
1034,7,1,2,1,inf,uncovered_within_hop_budget
1034,7,2,1,1,inf,uncovered_within_hop_budget
1034,7,5,1,1,inf,uncovered_within_hop_budget
1034,7,4,1,1,inf,uncovered_within_hop_budget
1034,7,3,1,1,inf,uncovered_within_hop_budget
1034,7,9,1,1,inf,uncovered_within_hop_budget
1034,8,1,1,1,inf,uncovered_within_hop_budget
1034,8,2,3,1,inf,uncovered_within_hop_budget
1034,8,5,2,1,inf,uncovered_within_hop_budget
1034,8,0,1,1,inf,uncovered_within_hop_budget
1034,8,4,1,1,inf,uncovered_within_hop_budget
1034,8,3,1,1,inf,uncovered_within_hop_budget
1034,9,2,1,1,inf,uncovered_within_hop_budget
1034,9,6,1,1,inf,uncovered_within_hop_budget
1034,9,4,1,1,inf,uncovered_within_hop_budget
1035,0,1,3,1,inf,uncovered_within_hop_budget
1035,0,2,3,1,inf,uncovered_within_hop_budget
1035,0,4,1,1,inf,uncovered_within_hop_budget
1035,0,5,1,1,inf,uncovered_within_hop_budget
1035,0,7,2,1,inf,uncovered_within_hop_budget
1035,0,9,1,1,inf,uncovered_within_hop_budget
1035,1,1,2,1,inf,uncovered_within_hop_budget
1035,1,4,1,1,inf,uncovered_within_hop_budget
1035,1,7,1,1,inf,uncovered_within_hop_budget
1035,1,9,1,1,inf,uncovered_within_hop_budget
1035,2,7,1,1,inf,uncovered_within_hop_budget
1035,3,2,1,1,inf,uncovered_within_hop_budget
1035,3,8,1,1,inf,uncovered_within_hop_budget
1035,4,8,3,1,inf,uncovered_within_hop_budget
1035,4,3,2,1,inf,uncovered_within_hop_budget
1035,5,2,2,1,inf,uncovered_within_hop_budget
1035,5,4,2,1,inf,uncovered_within_hop_budget
1035,5,3,1,1,inf,uncovered_within_hop_budget
1035,5,6,1,1,inf,uncovered_within_hop_budget
1035,6,2,2,1,inf,uncovered_within_hop_budget
1035,6,4,1,1,inf,uncovered_within_hop_budget
1035,6,7,1,1,inf,uncovered_within_hop_budget
1035,6,3,1,1,inf,uncovered_within_hop_budget
1035,7,4,1,1,inf,uncovered_within_hop_budget
1035,7,5,1,1,inf,uncovered_within_hop_budget
1035,7,9,1,1,inf,uncovered_within_hop_budget
1035,7,8,1,1,inf,uncovered_within_hop_budget
1035,7,6,1,1,inf,uncovered_within_hop_budget
1035,8,1,3,1,inf,uncovered_within_hop_budget
1035,8,2,2,1,inf,uncovered_within_hop_budget
1035,8,4,2,1,inf,uncovered_within_hop_budget
1035,8,9,2,1,inf,uncovered_within_hop_budget
1035,8,8,1,1,inf,uncovered_within_hop_budget
1035,8,6,1,1,inf,uncovered_within_hop_budget
1036,0,0,1,1,inf,uncovered_within_hop_budget
1036,0,1,1,1,inf,uncovered_within_hop_budget
1036,0,3,1,1,inf,uncovered_within_hop_budget
1036,0,4,1,1,inf,uncovered_within_hop_budget
1036,0,8,2,1,inf,uncovered_within_hop_budget
1036,0,9,1,1,inf,uncovered_within_hop_budget
1036,1,1,2,1,inf,uncovered_within_hop_budget
1036,1,8,2,1,inf,uncovered_within_hop_budget
1036,1,2,2,1,inf,uncovered_within_hop_budget
1036,1,6,2,1,inf,uncovered_within_hop_budget
1036,2,3,1,1,inf,uncovered_within_hop_budget
1036,2,4,1,1,inf,uncovered_within_hop_budget
1036,2,5,1,1,inf,uncovered_within_hop_budget
1036,3,4,1,1,inf,uncovered_within_hop_budget
1036,3,9,1,1,inf,uncovered_within_hop_budget
1036,3,2,1,1,inf,uncovered_within_hop_budget
1036,3,7,2,1,inf,uncovered_within_hop_budget
1036,4,1,2,1,inf,uncovered_within_hop_budget
1036,4,8,1,1,inf,uncovered_within_hop_budget
1036,4,2,1,1,inf,uncovered_within_hop_budget
1036,4,7,1,1,inf,uncovered_within_hop_budget
1036,5,0,3,1,inf,uncovered_within_hop_budget
1036,5,1,1,1,inf,uncovered_within_hop_budget
1036,5,3,1,1,inf,uncovered_within_hop_budget
1036,5,8,1,1,inf,uncovered_within_hop_budget
1036,5,9,1,1,inf,uncovered_within_hop_budget
1036,6,4,3,1,inf,uncovered_within_hop_budget
1036,6,9,1,1,inf,uncovered_within_hop_budget
1036,6,2,1,1,inf,uncovered_within_hop_budget
1036,7,2,1,1,inf,uncovered_within_hop_budget
1036,8,1,2,1,inf,uncovered_within_hop_budget
1036,8,4,1,1,inf,uncovered_within_hop_budget
1036,8,8,1,1,inf,uncovered_within_hop_budget
1036,9,5,1,1,inf,uncovered_within_hop_budget
1037,0,0,1,1,inf,uncovered_within_hop_budget
1037,0,1,2,1,inf,uncovered_within_hop_budget
1037,0,3,1,1,inf,uncovered_within_hop_budget
1037,0,4,1,1,inf,uncovered_within_hop_budget
1037,0,5,1,1,inf,uncovered_within_hop_budget
1037,0,9,1,1,inf,uncovered_within_hop_budget
1037,1,3,1,1,inf,uncovered_within_hop_budget
1037,1,9,1,1,inf,uncovered_within_hop_budget
1037,1,2,1,1,inf,uncovered_within_hop_budget
1037,1,7,1,1,inf,uncovered_within_hop_budget
1037,2,0,1,1,inf,uncovered_within_hop_budget
1037,2,2,2,1,inf,uncovered_within_hop_budget
1037,3,3,1,1,inf,uncovered_within_hop_budget
1037,3,4,1,1,inf,uncovered_within_hop_budget
1037,3,9,2,1,inf,uncovered_within_hop_budget
1037,3,2,2,1,inf,uncovered_within_hop_budget
1037,3,8,1,1,inf,uncovered_within_hop_budget
1037,4,0,1,1,inf,uncovered_within_hop_budget
1037,4,2,2,1,inf,uncovered_within_hop_budget
1037,5,1,1,1,inf,uncovered_within_hop_budget
1037,5,2,2,1,inf,uncovered_within_hop_budget
1037,6,4,1,1,inf,uncovered_within_hop_budget
1037,7,1,1,1,inf,uncovered_within_hop_budget
1037,7,4,1,1,inf,uncovered_within_hop_budget
1037,7,7,1,1,inf,uncovered_within_hop_budget
1037,8,1,1,1,inf,uncovered_within_hop_budget
1037,8,4,1,1,inf,uncovered_within_hop_budget
1037,8,9,1,1,inf,uncovered_within_hop_budget
1037,9,6,1,1,inf,uncovered_within_hop_budget
1038,0,1,2,1,inf,uncovered_within_hop_budget
1038,0,3,1,1,inf,uncovered_within_hop_budget
1038,0,6,2,1,inf,uncovered_within_hop_budget
1038,0,8,1,1,inf,uncovered_within_hop_budget
1038,1,1,1,1,inf,uncovered_within_hop_budget
1038,1,8,1,1,inf,uncovered_within_hop_budget
1038,1,0,2,1,inf,uncovered_within_hop_budget
1038,1,4,3,1,inf,uncovered_within_hop_budget
1038,2,1,1,1,inf,uncovered_within_hop_budget
1038,2,3,1,1,inf,uncovered_within_hop_budget
1038,3,0,1,1,inf,uncovered_within_hop_budget
1038,3,4,1,1,inf,uncovered_within_hop_budget
1038,3,5,1,1,inf,uncovered_within_hop_budget
1038,3,7,1,1,inf,uncovered_within_hop_budget
1038,3,9,1,1,inf,uncovered_within_hop_budget
1038,4,6,1,1,inf,uncovered_within_hop_budget
1038,4,4,1,1,inf,uncovered_within_hop_budget
1038,4,2,1,1,inf,uncovered_within_hop_budget
1038,5,4,1,1,inf,uncovered_within_hop_budget
1038,5,7,1,1,inf,uncovered_within_hop_budget
1038,6,5,1,1,inf,uncovered_within_hop_budget
1038,7,8,1,1,inf,uncovered_within_hop_budget
1038,7,0,1,1,inf,uncovered_within_hop_budget
1038,7,4,1,1,inf,uncovered_within_hop_budget
1038,7,5,1,1,inf,uncovered_within_hop_budget
1038,7,2,1,1,inf,uncovered_within_hop_budget
1038,8,1,1,1,inf,uncovered_within_hop_budget
1038,8,0,1,1,inf,uncovered_within_hop_budget
1038,8,4,4,1,inf,uncovered_within_hop_budget
1038,8,7,1,1,inf,uncovered_within_hop_budget
1038,8,9,1,1,inf,uncovered_within_hop_budget
1039,0,2,4,1,inf,uncovered_within_hop_budget
1039,0,3,1,1,inf,uncovered_within_hop_budget
1039,0,4,7,1,inf,uncovered_within_hop_budget
1039,0,5,1,1,inf,uncovered_within_hop_budget
1039,0,6,1,1,inf,uncovered_within_hop_budget
1039,0,8,1,1,inf,uncovered_within_hop_budget
1039,1,2,2,1,inf,uncovered_within_hop_budget
1039,1,3,1,1,inf,uncovered_within_hop_budget
1039,1,4,2,1,inf,uncovered_within_hop_budget
1039,1,6,1,1,inf,uncovered_within_hop_budget
1039,1,0,1,1,inf,uncovered_within_hop_budget
1039,1,9,1,1,inf,uncovered_within_hop_budget
1039,2,6,1,1,inf,uncovered_within_hop_budget
1039,2,7,1,1,inf,uncovered_within_hop_budget
1039,3,2,2,1,inf,uncovered_within_hop_budget
1039,3,3,2,1,inf,uncovered_within_hop_budget
1039,3,4,1,1,inf,uncovered_within_hop_budget
1039,3,6,1,1,inf,uncovered_within_hop_budget
1039,3,0,1,1,inf,uncovered_within_hop_budget
1039,3,9,1,1,inf,uncovered_within_hop_budget
1039,4,2,2,1,inf,uncovered_within_hop_budget
1039,4,6,1,1,inf,uncovered_within_hop_budget
1039,4,0,1,1,inf,uncovered_within_hop_budget
1039,4,9,1,1,inf,uncovered_within_hop_budget
1039,4,1,1,1,inf,uncovered_within_hop_budget
1039,5,5,1,1,inf,uncovered_within_hop_budget
1039,5,6,1,1,inf,uncovered_within_hop_budget
1039,5,8,1,1,inf,uncovered_within_hop_budget
1039,6,2,1,1,inf,uncovered_within_hop_budget
1039,6,3,1,1,inf,uncovered_within_hop_budget
1039,6,4,3,1,inf,uncovered_within_hop_budget
1039,6,6,1,1,inf,uncovered_within_hop_budget
1039,6,8,2,1,inf,uncovered_within_hop_budget
1039,6,7,1,1,inf,uncovered_within_hop_budget
1039,7,2,4,1,inf,uncovered_within_hop_budget
1039,7,3,1,1,inf,uncovered_within_hop_budget
1039,7,4,2,1,inf,uncovered_within_hop_budget
1039,7,6,1,1,inf,uncovered_within_hop_budget
1039,7,9,1,1,inf,uncovered_within_hop_budget
1039,7,7,1,1,inf,uncovered_within_hop_budget
1039,8,2,3,1,inf,uncovered_within_hop_budget
1039,8,3,3,1,inf,uncovered_within_hop_budget
1039,8,5,1,1,inf,uncovered_within_hop_budget
1039,8,8,1,1,inf,uncovered_within_hop_budget
1039,8,1,3,1,inf,uncovered_within_hop_budget
1040,0,0,1,1,inf,uncovered_within_hop_budget
1040,0,2,1,1,inf,uncovered_within_hop_budget
1040,0,3,2,1,inf,uncovered_within_hop_budget
1040,0,4,1,1,inf,uncovered_within_hop_budget
1040,0,6,1,1,inf,uncovered_within_hop_budget
1040,0,7,1,1,inf,uncovered_within_hop_budget
1040,1,2,1,1,inf,uncovered_within_hop_budget
1040,1,3,1,1,inf,uncovered_within_hop_budget
1040,1,4,2,1,inf,uncovered_within_hop_budget
1040,1,7,1,1,inf,uncovered_within_hop_budget
1040,1,5,1,1,inf,uncovered_within_hop_budget
1040,2,4,1,1,inf,uncovered_within_hop_budget
1040,3,2,1,1,inf,uncovered_within_hop_budget
1040,3,6,1,1,inf,uncovered_within_hop_budget
1040,3,9,3,1,inf,uncovered_within_hop_budget
1040,4,3,1,1,inf,uncovered_within_hop_budget
1040,4,4,1,1,inf,uncovered_within_hop_budget
1040,4,1,1,1,inf,uncovered_within_hop_budget
1040,4,8,2,1,inf,uncovered_within_hop_budget
1040,5,2,2,1,inf,uncovered_within_hop_budget
1040,5,4,2,1,inf,uncovered_within_hop_budget
1040,5,6,1,1,inf,uncovered_within_hop_budget
1040,5,5,1,1,inf,uncovered_within_hop_budget
1040,6,2,1,1,inf,uncovered_within_hop_budget
1040,6,4,2,1,inf,uncovered_within_hop_budget
1040,6,5,1,1,inf,uncovered_within_hop_budget
1040,7,2,1,1,inf,uncovered_within_hop_budget
1040,7,4,1,1,inf,uncovered_within_hop_budget
1040,7,7,1,1,inf,uncovered_within_hop_budget
1040,8,2,1,1,inf,uncovered_within_hop_budget
1040,8,4,1,1,inf,uncovered_within_hop_budget
1040,8,6,1,1,inf,uncovered_within_hop_budget
1040,8,9,1,1,inf,uncovered_within_hop_budget
1041,0,0,1,1,inf,uncovered_within_hop_budget
1041,0,2,5,1,inf,uncovered_within_hop_budget
1041,0,3,1,1,inf,uncovered_within_hop_budget
1041,0,4,2,1,inf,uncovered_within_hop_budget
1041,0,5,2,1,inf,uncovered_within_hop_budget
1041,0,6,2,1,inf,uncovered_within_hop_budget
1041,0,8,1,1,inf,uncovered_within_hop_budget
1041,1,2,4,1,inf,uncovered_within_hop_budget
1041,1,7,2,1,inf,uncovered_within_hop_budget
1041,2,4,1,1,inf,uncovered_within_hop_budget
1041,3,0,1,1,inf,uncovered_within_hop_budget
1041,3,2,1,1,inf,uncovered_within_hop_budget
1041,3,4,1,1,inf,uncovered_within_hop_budget
1041,3,5,1,1,inf,uncovered_within_hop_budget
1041,3,6,1,1,inf,uncovered_within_hop_budget
1041,3,1,1,1,inf,uncovered_within_hop_budget
1041,4,0,1,1,inf,uncovered_within_hop_budget
1041,4,2,2,1,inf,uncovered_within_hop_budget
1041,4,1,1,1,inf,uncovered_within_hop_budget
1041,5,0,1,1,inf,uncovered_within_hop_budget
1041,5,5,1,1,inf,uncovered_within_hop_budget
1041,5,7,1,1,inf,uncovered_within_hop_budget
1041,6,2,3,1,inf,uncovered_within_hop_budget
1041,6,4,1,1,inf,uncovered_within_hop_budget
1041,6,5,2,1,inf,uncovered_within_hop_budget
1041,7,3,1,1,inf,uncovered_within_hop_budget
1041,7,4,1,1,inf,uncovered_within_hop_budget
1041,7,7,1,1,inf,uncovered_within_hop_budget
1041,8,0,1,1,inf,uncovered_within_hop_budget
1041,8,2,1,1,inf,uncovered_within_hop_budget
1041,8,4,1,1,inf,uncovered_within_hop_budget
1041,8,5,2,1,inf,uncovered_within_hop_budget
1041,8,6,1,1,inf,uncovered_within_hop_budget
1042,0,0,1,1,inf,uncovered_within_hop_budget
1042,0,1,1,1,inf,uncovered_within_hop_budget
1042,0,2,2,1,inf,uncovered_within_hop_budget
1042,0,3,1,1,inf,uncovered_within_hop_budget
1042,0,4,1,1,inf,uncovered_within_hop_budget
1042,0,5,1,1,inf,uncovered_within_hop_budget
1042,1,0,1,1,inf,uncovered_within_hop_budget
1042,1,1,2,1,inf,uncovered_within_hop_budget
1042,1,2,1,1,inf,uncovered_within_hop_budget
1042,1,3,1,1,inf,uncovered_within_hop_budget
1042,1,4,2,1,inf,uncovered_within_hop_budget
1042,1,6,1,1,inf,uncovered_within_hop_budget
1042,1,7,1,1,inf,uncovered_within_hop_budget
1042,1,9,1,1,inf,uncovered_within_hop_budget
1042,2,4,1,1,inf,uncovered_within_hop_budget
1042,3,2,2,1,inf,uncovered_within_hop_budget
1042,3,4,1,1,inf,uncovered_within_hop_budget
1042,3,9,1,1,inf,uncovered_within_hop_budget
1042,4,2,2,1,inf,uncovered_within_hop_budget
1042,4,6,1,1,inf,uncovered_within_hop_budget
1042,4,9,1,1,inf,uncovered_within_hop_budget
1042,5,0,1,1,inf,uncovered_within_hop_budget
1042,5,2,1,1,inf,uncovered_within_hop_budget
1042,5,4,1,1,inf,uncovered_within_hop_budget
1042,5,6,1,1,inf,uncovered_within_hop_budget
1042,5,9,1,1,inf,uncovered_within_hop_budget
1042,5,8,1,1,inf,uncovered_within_hop_budget
1042,6,0,1,1,inf,uncovered_within_hop_budget
1042,6,2,1,1,inf,uncovered_within_hop_budget
1042,6,4,1,1,inf,uncovered_within_hop_budget
1042,6,8,1,1,inf,uncovered_within_hop_budget
1042,7,1,1,1,inf,uncovered_within_hop_budget
1042,7,2,2,1,inf,uncovered_within_hop_budget
1042,7,8,1,1,inf,uncovered_within_hop_budget
1042,8,1,2,1,inf,uncovered_within_hop_budget
1042,8,2,1,1,inf,uncovered_within_hop_budget
1042,8,7,2,1,inf,uncovered_within_hop_budget
1042,8,9,1,1,inf,uncovered_within_hop_budget
1042,9,4,1,1,inf,uncovered_within_hop_budget
1043,0,3,2,1,inf,uncovered_within_hop_budget
1043,0,4,3,1,inf,uncovered_within_hop_budget
1043,0,5,3,1,inf,uncovered_within_hop_budget
1043,0,7,3,1,inf,uncovered_within_hop_budget
1043,0,8,1,1,inf,uncovered_within_hop_budget
1043,0,9,1,1,inf,uncovered_within_hop_budget
1043,1,3,1,1,inf,uncovered_within_hop_budget
1043,1,4,3,1,inf,uncovered_within_hop_budget
1043,1,1,1,1,inf,uncovered_within_hop_budget
1043,1,2,3,1,inf,uncovered_within_hop_budget
1043,2,2,1,1,inf,uncovered_within_hop_budget
1043,2,6,1,1,inf,uncovered_within_hop_budget
1043,3,3,1,1,inf,uncovered_within_hop_budget
1043,3,4,2,1,inf,uncovered_within_hop_budget
1043,3,5,1,1,inf,uncovered_within_hop_budget
1043,3,7,1,1,inf,uncovered_within_hop_budget
1043,3,9,1,1,inf,uncovered_within_hop_budget
1043,3,1,1,1,inf,uncovered_within_hop_budget
1043,3,2,2,1,inf,uncovered_within_hop_budget
1043,3,6,2,1,inf,uncovered_within_hop_budget
1043,4,3,1,1,inf,uncovered_within_hop_budget
1043,4,5,1,1,inf,uncovered_within_hop_budget
1043,4,0,1,1,inf,uncovered_within_hop_budget
1043,5,2,4,1,inf,uncovered_within_hop_budget
1043,6,3,2,1,inf,uncovered_within_hop_budget
1043,6,2,1,1,inf,uncovered_within_hop_budget
1043,6,6,2,1,inf,uncovered_within_hop_budget
1043,7,1,2,1,inf,uncovered_within_hop_budget
1043,8,4,2,1,inf,uncovered_within_hop_budget
1043,8,7,1,1,inf,uncovered_within_hop_budget
1043,8,9,1,1,inf,uncovered_within_hop_budget
1043,8,1,1,1,inf,uncovered_within_hop_budget
1043,8,2,1,1,inf,uncovered_within_hop_budget
1043,8,6,1,1,inf,uncovered_within_hop_budget
1043,8,0,1,1,inf,uncovered_within_hop_budget
1044,0,0,1,1,inf,uncovered_within_hop_budget
1044,0,2,1,1,inf,uncovered_within_hop_budget
1044,1,2,2,1,inf,uncovered_within_hop_budget
1044,1,4,1,1,inf,uncovered_within_hop_budget
