slot,dataset,attachment_point,requests,hop_budget,min_hop,reason
711,2,1,1,1,inf,uncovered_within_hop_budget
711,3,2,1,1,inf,uncovered_within_hop_budget
711,3,4,1,1,inf,uncovered_within_hop_budget
711,3,7,1,1,inf,uncovered_within_hop_budget
711,4,1,2,1,inf,uncovered_within_hop_budget
711,4,2,1,1,inf,uncovered_within_hop_budget
711,4,6,1,1,inf,uncovered_within_hop_budget
711,4,4,1,1,inf,uncovered_within_hop_budget
711,4,7,1,1,inf,uncovered_within_hop_budget
711,5,2,4,1,inf,uncovered_within_hop_budget
711,5,4,1,1,inf,uncovered_within_hop_budget
711,6,0,1,1,inf,uncovered_within_hop_budget
711,6,4,1,1,inf,uncovered_within_hop_budget
711,6,5,1,1,inf,uncovered_within_hop_budget
711,7,0,1,1,inf,uncovered_within_hop_budget
711,7,6,1,1,inf,uncovered_within_hop_budget
711,7,3,1,1,inf,uncovered_within_hop_budget
711,8,9,1,1,inf,uncovered_within_hop_budget
711,8,4,1,1,inf,uncovered_within_hop_budget
712,0,1,2,1,inf,uncovered_within_hop_budget
712,0,7,2,1,inf,uncovered_within_hop_budget
712,0,9,1,1,inf,uncovered_within_hop_budget
712,3,3,1,1,inf,uncovered_within_hop_budget
712,3,6,1,1,inf,uncovered_within_hop_budget
712,4,7,1,1,inf,uncovered_within_hop_budget
712,4,3,2,1,inf,uncovered_within_hop_budget
712,4,0,1,1,inf,uncovered_within_hop_budget
712,4,2,2,1,inf,uncovered_within_hop_budget
712,4,8,1,1,inf,uncovered_within_hop_budget
712,5,3,1,1,inf,uncovered_within_hop_budget
712,5,4,1,1,inf,uncovered_within_hop_budget
712,6,1,1,1,inf,uncovered_within_hop_budget
712,6,3,1,1,inf,uncovered_within_hop_budget
712,6,6,1,1,inf,uncovered_within_hop_budget
712,6,2,1,1,inf,uncovered_within_hop_budget
712,7,1,1,1,inf,uncovered_within_hop_budget
712,7,6,1,1,inf,uncovered_within_hop_budget
712,8,3,1,1,inf,uncovered_within_hop_budget
712,8,2,1,1,inf,uncovered_within_hop_budget
712,8,5,1,1,inf,uncovered_within_hop_budget
713,0,0,1,1,inf,uncovered_within_hop_budget
713,0,5,1,1,inf,uncovered_within_hop_budget
713,0,7,1,1,inf,uncovered_within_hop_budget
713,4,7,1,1,inf,uncovered_within_hop_budget
713,4,1,1,1,inf,uncovered_within_hop_budget
713,4,8,1,1,inf,uncovered_within_hop_budget
713,5,0,1,1,inf,uncovered_within_hop_budget
713,5,2,1,1,inf,uncovered_within_hop_budget
713,5,4,1,1,inf,uncovered_within_hop_budget
713,6,2,1,1,inf,uncovered_within_hop_budget
713,6,4,1,1,inf,uncovered_within_hop_budget
713,6,3,1,1,inf,uncovered_within_hop_budget
713,7,3,1,1,inf,uncovered_within_hop_budget
714,2,2,4,1,inf,uncovered_within_hop_budget
714,2,8,1,1,inf,uncovered_within_hop_budget
714,3,8,1,1,inf,uncovered_within_hop_budget
714,4,3,1,1,inf,uncovered_within_hop_budget
714,5,4,1,1,inf,uncovered_within_hop_budget
714,6,2,1,1,inf,uncovered_within_hop_budget
714,6,4,1,1,inf,uncovered_within_hop_budget
714,7,2,2,1,inf,uncovered_within_hop_budget
714,7,9,2,1,inf,uncovered_within_hop_budget
714,8,4,1,1,inf,uncovered_within_hop_budget
715,0,4,2,1,inf,uncovered_within_hop_budget
715,0,9,1,1,inf,uncovered_within_hop_budget
715,2,1,1,1,inf,uncovered_within_hop_budget
715,2,2,1,1,inf,uncovered_within_hop_budget
715,3,9,1,1,inf,uncovered_within_hop_budget
715,4,4,1,1,inf,uncovered_within_hop_budget
715,4,1,1,1,inf,uncovered_within_hop_budget
715,5,2,1,1,inf,uncovered_within_hop_budget
715,5,3,1,1,inf,uncovered_within_hop_budget
715,6,5,1,1,inf,uncovered_within_hop_budget
715,7,4,1,1,inf,uncovered_within_hop_budget
716,0,6,1,1,inf,uncovered_within_hop_budget
716,2,1,1,1,inf,uncovered_within_hop_budget
716,2,8,1,1,inf,uncovered_within_hop_budget
716,3,1,1,1,inf,uncovered_within_hop_budget
716,3,4,1,1,inf,uncovered_within_hop_budget
716,4,4,1,1,inf,uncovered_within_hop_budget
716,4,2,1,1,inf,uncovered_within_hop_budget
716,5,9,1,1,inf,uncovered_within_hop_budget
716,6,4,1,1,inf,uncovered_within_hop_budget
716,6,0,1,1,inf,uncovered_within_hop_budget
716,7,2,1,1,inf,uncovered_within_hop_budget
716,7,0,1,1,inf,uncovered_within_hop_budget
717,0,4,1,1,inf,uncovered_within_hop_budget
717,0,5,1,1,inf,uncovered_within_hop_budget
717,3,4,1,1,inf,uncovered_within_hop_budget
717,3,1,1,1,inf,uncovered_within_hop_budget
717,3,6,1,1,inf,uncovered_within_hop_budget
717,4,5,1,1,inf,uncovered_within_hop_budget
717,4,2,1,1,inf,uncovered_within_hop_budget
717,4,3,1,1,inf,uncovered_within_hop_budget
717,4,9,1,1,inf,uncovered_within_hop_budget
717,5,6,1,1,inf,uncovered_within_hop_budget
717,5,9,1,1,inf,uncovered_within_hop_budget
717,6,2,1,1,inf,uncovered_within_hop_budget
717,6,8,1,1,inf,uncovered_within_hop_budget
717,7,4,1,1,inf,uncovered_within_hop_budget
717,8,2,1,1,inf,uncovered_within_hop_budget
718,0,0,1,1,inf,uncovered_within_hop_budget
718,0,1,1,1,inf,uncovered_within_hop_budget
718,0,2,3,1,inf,uncovered_within_hop_budget
718,0,5,3,1,inf,uncovered_within_hop_budget
718,0,7,1,1,inf,uncovered_within_hop_budget
718,0,9,1,1,inf,uncovered_within_hop_budget
718,3,2,2,1,inf,uncovered_within_hop_budget
718,3,7,1,1,inf,uncovered_within_hop_budget
718,3,3,1,1,inf,uncovered_within_hop_budget
718,4,0,1,1,inf,uncovered_within_hop_budget
718,4,2,1,1,inf,uncovered_within_hop_budget
718,4,5,1,1,inf,uncovered_within_hop_budget
718,4,3,1,1,inf,uncovered_within_hop_budget
718,5,1,1,1,inf,uncovered_within_hop_budget
718,5,9,1,1,inf,uncovered_within_hop_budget
718,5,4,1,1,inf,uncovered_within_hop_budget
718,5,6,1,1,inf,uncovered_within_hop_budget
718,6,1,1,1,inf,uncovered_within_hop_budget
718,6,2,2,1,inf,uncovered_within_hop_budget
718,6,9,1,1,inf,uncovered_within_hop_budget
718,6,6,1,1,inf,uncovered_within_hop_budget
718,6,8,1,1,inf,uncovered_within_hop_budget
718,7,2,1,1,inf,uncovered_within_hop_budget
718,7,4,1,1,inf,uncovered_within_hop_budget
718,8,1,1,1,inf,uncovered_within_hop_budget
718,8,4,1,1,inf,uncovered_within_hop_budget
719,0,0,1,1,inf,uncovered_within_hop_budget
719,0,2,1,1,inf,uncovered_within_hop_budget
719,0,4,1,1,inf,uncovered_within_hop_budget
719,0,7,1,1,inf,uncovered_within_hop_budget
719,0,9,1,1,inf,uncovered_within_hop_budget
719,1,4,1,1,inf,uncovered_within_hop_budget
719,3,2,1,1,inf,uncovered_within_hop_budget
719,3,1,1,1,inf,uncovered_within_hop_budget
719,3,6,1,1,inf,uncovered_within_hop_budget
719,3,8,1,1,inf,uncovered_within_hop_budget
719,4,2,2,1,inf,uncovered_within_hop_budget
719,4,9,1,1,inf,uncovered_within_hop_budget
719,4,3,1,1,inf,uncovered_within_hop_budget
719,5,1,1,1,inf,uncovered_within_hop_budget
719,5,6,2,1,inf,uncovered_within_hop_budget
719,6,2,1,1,inf,uncovered_within_hop_budget
719,6,4,1,1,inf,uncovered_within_hop_budget
719,6,1,1,1,inf,uncovered_within_hop_budget
719,6,8,1,1,inf,uncovered_within_hop_budget
720,1,4,1,1,inf,uncovered_within_hop_budget
720,3,6,1,1,inf,uncovered_within_hop_budget
720,4,4,2,1,inf,uncovered_within_hop_budget
720,4,1,2,1,inf,uncovered_within_hop_budget
720,4,9,1,1,inf,uncovered_within_hop_budget
720,7,2,1,1,inf,uncovered_within_hop_budget
720,7,8,1,1,inf,uncovered_within_hop_budget
721,0,1,1,1,inf,uncovered_within_hop_budget
721,0,2,1,1,inf,uncovered_within_hop_budget
721,0,4,1,1,inf,uncovered_within_hop_budget
721,0,6,1,1,inf,uncovered_within_hop_budget
721,0,7,1,1,inf,uncovered_within_hop_budget
721,4,1,1,1,inf,uncovered_within_hop_budget
721,4,0,1,1,inf,uncovered_within_hop_budget
721,4,5,1,1,inf,uncovered_within_hop_budget
721,4,8,1,1,inf,uncovered_within_hop_budget
721,5,0,1,1,inf,uncovered_within_hop_budget
721,5,3,2,1,inf,uncovered_within_hop_budget
721,5,9,1,1,inf,uncovered_within_hop_budget
721,6,2,1,1,inf,uncovered_within_hop_budget
721,6,4,1,1,inf,uncovered_within_hop_budget
721,6,6,1,1,inf,uncovered_within_hop_budget
721,7,5,1,1,inf,uncovered_within_hop_budget
721,7,8,1,1,inf,uncovered_within_hop_budget
721,8,4,1,1,inf,uncovered_within_hop_budget
721,8,8,1,1,inf,uncovered_within_hop_budget
722,0,1,1,1,inf,uncovered_within_hop_budget
722,0,2,1,1,inf,uncovered_within_hop_budget
722,3,2,1,1,inf,uncovered_within_hop_budget
722,3,0,1,1,inf,uncovered_within_hop_budget
722,3,4,1,1,inf,uncovered_within_hop_budget
722,3,5,1,1,inf,uncovered_within_hop_budget
722,4,4,2,1,inf,uncovered_within_hop_budget
722,5,1,1,1,inf,uncovered_within_hop_budget
722,5,0,2,1,inf,uncovered_within_hop_budget
722,5,6,1,1,inf,uncovered_within_hop_budget
722,6,1,1,1,inf,uncovered_within_hop_budget
722,6,2,1,1,inf,uncovered_within_hop_budget
722,6,4,1,1,inf,uncovered_within_hop_budget
722,8,3,1,1,inf,uncovered_within_hop_budget
722,8,8,1,1,inf,uncovered_within_hop_budget
723,3,1,1,1,inf,uncovered_within_hop_budget
723,4,1,1,1,inf,uncovered_within_hop_budget
723,4,2,2,1,inf,uncovered_within_hop_budget
723,4,4,2,1,inf,uncovered_within_hop_budget
723,4,6,1,1,inf,uncovered_within_hop_budget
723,5,6,1,1,inf,uncovered_within_hop_budget
723,6,8,1,1,inf,uncovered_within_hop_budget
723,7,1,2,1,inf,uncovered_within_hop_budget
723,7,2,1,1,inf,uncovered_within_hop_budget
723,7,5,1,1,inf,uncovered_within_hop_budget
723,8,5,1,1,inf,uncovered_within_hop_budget
724,0,1,2,1,inf,uncovered_within_hop_budget
724,0,2,1,1,inf,uncovered_within_hop_budget
724,0,4,1,1,inf,uncovered_within_hop_budget
724,1,2,1,1,inf,uncovered_within_hop_budget
724,1,4,2,1,inf,uncovered_within_hop_budget
724,1,3,1,1,inf,uncovered_within_hop_budget
724,4,1,1,1,inf,uncovered_within_hop_budget
724,4,2,1,1,inf,uncovered_within_hop_budget
724,4,5,1,1,inf,uncovered_within_hop_budget
724,4,6,2,1,inf,uncovered_within_hop_budget
724,4,8,1,1,inf,uncovered_within_hop_budget
724,4,9,1,1,inf,uncovered_within_hop_budget
724,5,2,1,1,inf,uncovered_within_hop_budget
724,5,4,1,1,inf,uncovered_within_hop_budget
724,5,8,1,1,inf,uncovered_within_hop_budget
724,5,9,1,1,inf,uncovered_within_hop_budget
724,5,0,1,1,inf,uncovered_within_hop_budget
724,5,7,1,1,inf,uncovered_within_hop_budget
724,6,2,2,1,inf,uncovered_within_hop_budget
724,6,3,1,1,inf,uncovered_within_hop_budget
724,7,2,1,1,inf,uncovered_within_hop_budget
724,7,0,1,1,inf,uncovered_within_hop_budget
724,7,7,1,1,inf,uncovered_within_hop_budget
724,8,1,1,1,inf,uncovered_within_hop_budget
724,8,4,1,1,inf,uncovered_within_hop_budget
725,0,5,1,1,inf,uncovered_within_hop_budget
725,1,3,1,1,inf,uncovered_within_hop_budget
725,1,8,2,1,inf,uncovered_within_hop_budget
725,3,5,1,1,inf,uncovered_within_hop_budget
725,3,3,1,1,inf,uncovered_within_hop_budget
725,3,2,4,1,inf,uncovered_within_hop_budget
725,3,6,1,1,inf,uncovered_within_hop_budget
725,3,9,1,1,inf,uncovered_within_hop_budget
725,4,5,1,1,inf,uncovered_within_hop_budget
725,4,8,2,1,inf,uncovered_within_hop_budget
725,4,9,1,1,inf,uncovered_within_hop_budget
725,4,1,2,1,inf,uncovered_within_hop_budget
725,4,4,1,1,inf,uncovered_within_hop_budget
725,4,7,1,1,inf,uncovered_within_hop_budget
725,5,8,1,1,inf,uncovered_within_hop_budget
725,5,2,1,1,inf,uncovered_within_hop_budget
725,5,7,1,1,inf,uncovered_within_hop_budget
725,6,2,3,1,inf,uncovered_within_hop_budget
725,6,9,2,1,inf,uncovered_within_hop_budget
725,6,1,1,1,inf,uncovered_within_hop_budget
725,6,4,1,1,inf,uncovered_within_hop_budget
725,7,4,1,1,inf,uncovered_within_hop_budget
725,7,7,1,1,inf,uncovered_within_hop_budget
725,7,0,2,1,inf,uncovered_within_hop_budget
725,8,5,1,1,inf,uncovered_within_hop_budget
725,8,6,1,1,inf,uncovered_within_hop_budget
725,8,0,1,1,inf,uncovered_within_hop_budget
726,0,3,1,1,inf,uncovered_within_hop_budget
726,1,1,1,1,inf,uncovered_within_hop_budget
726,5,1,1,1,inf,uncovered_within_hop_budget
726,5,9,1,1,inf,uncovered_within_hop_budget
726,7,6,1,1,inf,uncovered_within_hop_budget
726,8,6,1,1,inf,uncovered_within_hop_budget
727,0,3,1,1,inf,uncovered_within_hop_budget
727,0,5,2,1,inf,uncovered_within_hop_budget
727,0,9,1,1,inf,uncovered_within_hop_budget
727,1,6,2,1,inf,uncovered_within_hop_budget
727,1,8,1,1,inf,uncovered_within_hop_budget
727,3,9,1,1,inf,uncovered_within_hop_budget
727,3,0,1,1,inf,uncovered_within_hop_budget
727,4,3,1,1,inf,uncovered_within_hop_budget
727,4,5,2,1,inf,uncovered_within_hop_budget
727,4,6,2,1,inf,uncovered_within_hop_budget
727,4,0,1,1,inf,uncovered_within_hop_budget
727,5,3,1,1,inf,uncovered_within_hop_budget
727,5,6,1,1,inf,uncovered_within_hop_budget
727,5,0,1,1,inf,uncovered_within_hop_budget
727,6,4,1,1,inf,uncovered_within_hop_budget
727,6,7,1,1,inf,uncovered_within_hop_budget
727,7,5,1,1,inf,uncovered_within_hop_budget
727,7,8,1,1,inf,uncovered_within_hop_budget
727,7,7,1,1,inf,uncovered_within_hop_budget
727,7,2,1,1,inf,uncovered_within_hop_budget
727,8,3,1,1,inf,uncovered_within_hop_budget
727,8,4,1,1,inf,uncovered_within_hop_budget
728,1,0,1,1,inf,uncovered_within_hop_budget
728,1,1,1,1,inf,uncovered_within_hop_budget
728,1,4,1,1,inf,uncovered_within_hop_budget
728,1,5,1,1,inf,uncovered_within_hop_budget
728,3,1,1,1,inf,uncovered_within_hop_budget
728,3,4,2,1,inf,uncovered_within_hop_budget
728,3,3,1,1,inf,uncovered_within_hop_budget
728,3,7,1,1,inf,uncovered_within_hop_budget
728,3,8,1,1,inf,uncovered_within_hop_budget
728,4,0,2,1,inf,uncovered_within_hop_budget
728,4,1,3,1,inf,uncovered_within_hop_budget
728,4,4,2,1,inf,uncovered_within_hop_budget
728,4,3,1,1,inf,uncovered_within_hop_budget
728,4,7,1,1,inf,uncovered_within_hop_budget
728,4,8,2,1,inf,uncovered_within_hop_budget
728,4,2,2,1,inf,uncovered_within_hop_budget
728,4,9,1,1,inf,uncovered_within_hop_budget
728,5,4,1,1,inf,uncovered_within_hop_budget
728,5,2,1,1,inf,uncovered_within_hop_budget
728,5,9,1,1,inf,uncovered_within_hop_budget
728,5,6,1,1,inf,uncovered_within_hop_budget
728,6,1,2,1,inf,uncovered_within_hop_budget
728,6,4,3,1,inf,uncovered_within_hop_budget
728,6,7,3,1,inf,uncovered_within_hop_budget
728,6,8,1,1,inf,uncovered_within_hop_budget
728,6,2,1,1,inf,uncovered_within_hop_budget
728,7,8,1,1,inf,uncovered_within_hop_budget
728,7,2,1,1,inf,uncovered_within_hop_budget
728,7,9,1,1,inf,uncovered_within_hop_budget
728,8,6,1,1,inf,uncovered_within_hop_budget
729,1,1,1,1,inf,uncovered_within_hop_budget
729,1,7,1,1,inf,uncovered_within_hop_budget
729,3,4,1,1,inf,uncovered_within_hop_budget
729,4,1,2,1,inf,uncovered_within_hop_budget
729,4,0,1,1,inf,uncovered_within_hop_budget
729,4,2,1,1,inf,uncovered_within_hop_budget
729,4,6,3,1,inf,uncovered_within_hop_budget
729,4,8,2,1,inf,uncovered_within_hop_budget
729,5,2,1,1,inf,uncovered_within_hop_budget
729,5,6,1,1,inf,uncovered_within_hop_budget
729,5,3,1,1,inf,uncovered_within_hop_budget
729,5,5,1,1,inf,uncovered_within_hop_budget
729,5,9,1,1,inf,uncovered_within_hop_budget
729,6,1,1,1,inf,uncovered_within_hop_budget
729,6,2,1,1,inf,uncovered_within_hop_budget
729,6,6,1,1,inf,uncovered_within_hop_budget
729,6,9,1,1,inf,uncovered_within_hop_budget
729,7,4,2,1,inf,uncovered_within_hop_budget
729,7,6,1,1,inf,uncovered_within_hop_budget
729,8,6,1,1,inf,uncovered_within_hop_budget
729,8,5,1,1,inf,uncovered_within_hop_budget
730,1,0,1,1,inf,uncovered_within_hop_budget
730,1,2,2,1,inf,uncovered_within_hop_budget
730,1,6,1,1,inf,uncovered_within_hop_budget
730,3,0,1,1,inf,uncovered_within_hop_budget
730,4,0,1,1,inf,uncovered_within_hop_budget
730,4,2,1,1,inf,uncovered_within_hop_budget
730,4,1,1,1,inf,uncovered_within_hop_budget
730,4,4,2,1,inf,uncovered_within_hop_budget
730,4,7,1,1,inf,uncovered_within_hop_budget
730,4,8,1,1,inf,uncovered_within_hop_budget
730,4,9,1,1,inf,uncovered_within_hop_budget
730,5,0,1,1,inf,uncovered_within_hop_budget
730,5,2,2,1,inf,uncovered_within_hop_budget
730,5,1,1,1,inf,uncovered_within_hop_budget
730,5,4,1,1,inf,uncovered_within_hop_budget
730,5,7,1,1,inf,uncovered_within_hop_budget
730,5,8,1,1,inf,uncovered_within_hop_budget
730,5,9,1,1,inf,uncovered_within_hop_budget
730,5,3,1,1,inf,uncovered_within_hop_budget
730,6,0,1,1,inf,uncovered_within_hop_budget
730,6,4,1,1,inf,uncovered_within_hop_budget
730,6,9,1,1,inf,uncovered_within_hop_budget
730,6,5,1,1,inf,uncovered_within_hop_budget
730,7,2,1,1,inf,uncovered_within_hop_budget
730,7,1,1,1,inf,uncovered_within_hop_budget
730,7,4,2,1,inf,uncovered_within_hop_budget
730,8,2,1,1,inf,uncovered_within_hop_budget
731,0,1,2,1,inf,uncovered_within_hop_budget
731,0,4,1,1,inf,uncovered_within_hop_budget
731,1,1,1,1,inf,uncovered_within_hop_budget
731,1,2,2,1,inf,uncovered_within_hop_budget
731,1,6,1,1,inf,uncovered_within_hop_budget
731,3,4,1,1,inf,uncovered_within_hop_budget
731,3,5,1,1,inf,uncovered_within_hop_budget
731,3,7,1,1,inf,uncovered_within_hop_budget
731,4,1,1,1,inf,uncovered_within_hop_budget
731,4,4,3,1,inf,uncovered_within_hop_budget
731,4,2,2,1,inf,uncovered_within_hop_budget
731,4,5,1,1,inf,uncovered_within_hop_budget
731,4,7,2,1,inf,uncovered_within_hop_budget
731,4,0,1,1,inf,uncovered_within_hop_budget
731,4,3,1,1,inf,uncovered_within_hop_budget
731,4,8,1,1,inf,uncovered_within_hop_budget
731,5,7,2,1,inf,uncovered_within_hop_budget
731,5,0,1,1,inf,uncovered_within_hop_budget
731,5,8,1,1,inf,uncovered_within_hop_budget
731,5,9,1,1,inf,uncovered_within_hop_budget
731,6,1,1,1,inf,uncovered_within_hop_budget
731,6,2,1,1,inf,uncovered_within_hop_budget
731,6,0,2,1,inf,uncovered_within_hop_budget
731,7,0,1,1,inf,uncovered_within_hop_budget
731,7,3,2,1,inf,uncovered_within_hop_budget
731,7,8,2,1,inf,uncovered_within_hop_budget
731,8,1,1,1,inf,uncovered_within_hop_budget
731,8,4,2,1,inf,uncovered_within_hop_budget
731,8,2,1,1,inf,uncovered_within_hop_budget
731,8,9,1,1,inf,uncovered_within_hop_budget
732,0,0,1,1,inf,uncovered_within_hop_budget
732,0,1,1,1,inf,uncovered_within_hop_budget
732,0,4,1,1,inf,uncovered_within_hop_budget
732,0,7,2,1,inf,uncovered_within_hop_budget
732,0,9,1,1,inf,uncovered_within_hop_budget
732,1,4,1,1,inf,uncovered_within_hop_budget
732,1,7,1,1,inf,uncovered_within_hop_budget
732,1,9,1,1,inf,uncovered_within_hop_budget
732,1,3,1,1,inf,uncovered_within_hop_budget
732,1,6,2,1,inf,uncovered_within_hop_budget
732,1,8,1,1,inf,uncovered_within_hop_budget
732,3,0,1,1,inf,uncovered_within_hop_budget
732,3,1,1,1,inf,uncovered_within_hop_budget
732,3,7,1,1,inf,uncovered_within_hop_budget
732,4,0,1,1,inf,uncovered_within_hop_budget
732,4,1,3,1,inf,uncovered_within_hop_budget
732,4,4,1,1,inf,uncovered_within_hop_budget
732,4,7,1,1,inf,uncovered_within_hop_budget
732,4,9,1,1,inf,uncovered_within_hop_budget
732,4,6,2,1,inf,uncovered_within_hop_budget
732,4,2,5,1,inf,uncovered_within_hop_budget
732,4,5,2,1,inf,uncovered_within_hop_budget
732,5,7,1,1,inf,uncovered_within_hop_budget
732,5,3,1,1,inf,uncovered_within_hop_budget
732,5,5,1,1,inf,uncovered_within_hop_budget
732,6,4,1,1,inf,uncovered_within_hop_budget
732,6,5,4,1,inf,uncovered_within_hop_budget
732,7,1,1,1,inf,uncovered_within_hop_budget
732,8,4,2,1,inf,uncovered_within_hop_budget
732,8,7,1,1,inf,uncovered_within_hop_budget
732,8,6,1,1,inf,uncovered_within_hop_budget
733,0,0,1,1,inf,uncovered_within_hop_budget
733,0,1,2,1,inf,uncovered_within_hop_budget
733,0,6,1,1,inf,uncovered_within_hop_budget
733,1,1,1,1,inf,uncovered_within_hop_budget
733,1,2,1,1,inf,uncovered_within_hop_budget
733,1,4,1,1,inf,uncovered_within_hop_budget
733,1,7,1,1,inf,uncovered_within_hop_budget
733,3,0,1,1,inf,uncovered_within_hop_budget
733,4,1,2,1,inf,uncovered_within_hop_budget
733,4,6,2,1,inf,uncovered_within_hop_budget
733,4,2,4,1,inf,uncovered_within_hop_budget
733,4,4,4,1,inf,uncovered_within_hop_budget
733,4,7,1,1,inf,uncovered_within_hop_budget
733,4,5,1,1,inf,uncovered_within_hop_budget
733,4,8,1,1,inf,uncovered_within_hop_budget
733,4,9,2,1,inf,uncovered_within_hop_budget
733,5,1,1,1,inf,uncovered_within_hop_budget
733,5,6,1,1,inf,uncovered_within_hop_budget
733,5,2,1,1,inf,uncovered_within_hop_budget
733,5,8,1,1,inf,uncovered_within_hop_budget
733,5,3,1,1,inf,uncovered_within_hop_budget
733,6,1,1,1,inf,uncovered_within_hop_budget
733,7,1,1,1,inf,uncovered_within_hop_budget
733,7,4,1,1,inf,uncovered_within_hop_budget
733,7,9,1,1,inf,uncovered_within_hop_budget
733,8,0,2,1,inf,uncovered_within_hop_budget
733,8,1,1,1,inf,uncovered_within_hop_budget
733,8,2,1,1,inf,uncovered_within_hop_budget
733,8,8,1,1,inf,uncovered_within_hop_budget
734,0,2,2,1,inf,uncovered_within_hop_budget
734,0,3,1,1,inf,uncovered_within_hop_budget
734,0,6,1,1,inf,uncovered_within_hop_budget
734,1,2,2,1,inf,uncovered_within_hop_budget
734,1,3,1,1,inf,uncovered_within_hop_budget
734,1,7,1,1,inf,uncovered_within_hop_budget
734,4,2,1,1,inf,uncovered_within_hop_budget
734,4,7,1,1,inf,uncovered_within_hop_budget
734,4,1,2,1,inf,uncovered_within_hop_budget
734,4,4,2,1,inf,uncovered_within_hop_budget
734,4,5,1,1,inf,uncovered_within_hop_budget
734,5,7,1,1,inf,uncovered_within_hop_budget
734,5,4,1,1,inf,uncovered_within_hop_budget
734,5,8,1,1,inf,uncovered_within_hop_budget
734,5,9,1,1,inf,uncovered_within_hop_budget
734,6,2,1,1,inf,uncovered_within_hop_budget
734,6,3,2,1,inf,uncovered_within_hop_budget
734,6,6,1,1,inf,uncovered_within_hop_budget
734,6,4,1,1,inf,uncovered_within_hop_budget
734,6,8,1,1,inf,uncovered_within_hop_budget
734,6,9,2,1,inf,uncovered_within_hop_budget
734,7,1,1,1,inf,uncovered_within_hop_budget
734,7,4,1,1,inf,uncovered_within_hop_budget
734,7,5,1,1,inf,uncovered_within_hop_budget
734,7,8,1,1,inf,uncovered_within_hop_budget
734,8,7,1,1,inf,uncovered_within_hop_budget
734,8,1,1,1,inf,uncovered_within_hop_budget
735,0,1,1,1,inf,uncovered_within_hop_budget
735,0,5,1,1,inf,uncovered_within_hop_budget
735,0,6,1,1,inf,uncovered_within_hop_budget
735,0,9,2,1,inf,uncovered_within_hop_budget
735,1,0,1,1,inf,uncovered_within_hop_budget
735,4,1,1,1,inf,uncovered_within_hop_budget
735,4,6,1,1,inf,uncovered_within_hop_budget
735,4,2,2,1,inf,uncovered_within_hop_budget
735,4,4,1,1,inf,uncovered_within_hop_budget
735,5,6,1,1,inf,uncovered_within_hop_budget
735,5,2,1,1,inf,uncovered_within_hop_budget
735,5,7,1,1,inf,uncovered_within_hop_budget
735,6,9,1,1,inf,uncovered_within_hop_budget
735,7,5,1,1,inf,uncovered_within_hop_budget
735,8,2,1,1,inf,uncovered_within_hop_budget
736,0,2,1,1,inf,uncovered_within_hop_budget
736,0,4,2,1,inf,uncovered_within_hop_budget
736,0,5,1,1,inf,uncovered_within_hop_budget
736,0,6,2,1,inf,uncovered_within_hop_budget
736,4,2,4,1,inf,uncovered_within_hop_budget
736,4,4,1,1,inf,uncovered_within_hop_budget
736,4,7,1,1,inf,uncovered_within_hop_budget
736,4,8,1,1,inf,uncovered_within_hop_budget
736,5,2,1,1,inf,uncovered_within_hop_budget
736,5,4,1,1,inf,uncovered_within_hop_budget
736,5,5,1,1,inf,uncovered_within_hop_budget
736,5,7,1,1,inf,uncovered_within_hop_budget
736,5,1,1,1,inf,uncovered_within_hop_budget
736,6,2,2,1,inf,uncovered_within_hop_budget
736,6,7,1,1,inf,uncovered_within_hop_budget
736,6,0,1,1,inf,uncovered_within_hop_budget
736,7,7,1,1,inf,uncovered_within_hop_budget
737,0,0,2,1,inf,uncovered_within_hop_budget
737,0,2,1,1,inf,uncovered_within_hop_budget
737,0,3,1,1,inf,uncovered_within_hop_budget
737,0,7,1,1,inf,uncovered_within_hop_budget
737,0,8,1,1,inf,uncovered_within_hop_budget
737,0,9,2,1,inf,uncovered_within_hop_budget
737,4,2,1,1,inf,uncovered_within_hop_budget
737,4,8,1,1,inf,uncovered_within_hop_budget
737,4,1,1,1,inf,uncovered_within_hop_budget
737,5,2,1,1,inf,uncovered_within_hop_budget
737,5,3,1,1,inf,uncovered_within_hop_budget
737,5,7,1,1,inf,uncovered_within_hop_budget
737,5,9,2,1,inf,uncovered_within_hop_budget
737,5,5,1,1,inf,uncovered_within_hop_budget
737,6,0,1,1,inf,uncovered_within_hop_budget
737,7,2,2,1,inf,uncovered_within_hop_budget
737,7,3,1,1,inf,uncovered_within_hop_budget
737,7,9,1,1,inf,uncovered_within_hop_budget
737,7,5,1,1,inf,uncovered_within_hop_budget
737,7,6,1,1,inf,uncovered_within_hop_budget
737,8,0,1,1,inf,uncovered_within_hop_budget
737,8,5,1,1,inf,uncovered_within_hop_budget
737,8,6,1,1,inf,uncovered_within_hop_budget
737,8,4,1,1,inf,uncovered_within_hop_budget
738,0,1,1,1,inf,uncovered_within_hop_budget
738,0,2,4,1,inf,uncovered_within_hop_budget
738,0,3,1,1,inf,uncovered_within_hop_budget
738,0,4,4,1,inf,uncovered_within_hop_budget
738,0,7,1,1,inf,uncovered_within_hop_budget
738,0,9,2,1,inf,uncovered_within_hop_budget
738,1,3,1,1,inf,uncovered_within_hop_budget
738,2,8,1,1,inf,uncovered_within_hop_budget
