timestamp,server,dataset
0,10,18
0,12,18
0,9,18
0,11,18
0,13,18
0,11,17
0,13,17
0,7,18
0,8,18
0,9,17
0,12,17
0,10,17
0,15,14
0,10,14
0,11,20
0,9,14
0,1,14
0,12,14
0,13,16
0,11,16
0,0,16
0,10,16
0,12,16
0,9,16
0,6,16
0,11,14
0,13,14
0,0,9
0,13,21
0,11,21
0,10,21
0,1,21
0,4,22
0,9,22
0,13,22
0,13,23
0,1,24
0,10,24
0,3,22
0,11,24
0,13,24
0,7,22
0,11,23
0,10,23
0,12,23
0,9,23
0,5,23
0,0,23
0,2,23
0,6,23
0,5,25
0,1,26
0,3,26
0,4,26
0,7,25
0,2,26
0,5,26
0,7,26
0,2,25
0,11,25
0,12,25
0,8,25
0,9,25
0,11,27
0,0,25
0,10,25
0,4,25
0,15,25
0,16,25
0,0,26
0,18,25
0,1,25
0,20,25
0,6,25
0,8,28
0,14,25
0,9,28
0,6,26
0,5,27
0,8,27
0,9,26
0,10,26
0,11,26
0,13,26
0,14,28
0,12,28
0,10,27
0,15,26
0,12,27
0,2,27
0,8,26
0,1,27
0,7,27
0,14,27
0,9,27
0,13,28
0,0,28
0,6,27
0,12,26
0,12,29
0,5,29
0,1,29
0,2,29
0,10,29
0,6,29
0,13,29
0,11,29
0,13,27
0,13,25
0,2,24
0,12,30
0,13,30
0,12,24
0,8,30
0,13,31
0,11,31
0,8,24
0,14,30
0,9,24
0,0,24
0,6,24
1,13,16
1,12,6
1,9,16
1,12,16
1,6,16
1,10,16
1,0,16
1,11,16
1,13,6
1,0,29
1,12,29
1,1,29
1,2,29
1,5,29
1,6,29
1,10,29
1,13,27
1,13,29
1,11,6
1,11,29
1,13,28
1,0,28
1,11,28
1,8,28
1,6,27
1,12,27
1,12,28
1,14,28
1,9,28
1,8,27
1,10,27
1,2,27
1,5,27
1,11,31
1,7,27
1,10,15
1,5,15
1,0,15
1,1,15
1,6,15
1,11,15
1,14,27
1,13,15
1,13,9
1,15,27
1,1,27
1,11,9
1,10,9
1,17,27
1,9,9
1,12,9
1,0,9
1,16,27
1,9,27
1,5,10
1,1,10
1,7,10
1,16,10
1,2,10
1,0,10
1,9,10
1,12,10
1,10,10
1,6,10
1,11,10
1,4,10
1,10,6
1,18,11
1,13,11
1,11,11
1,12,11
1,8,11
1,10,11
1,2,11
1,6,11
1,5,11
1,14,11
1,1,11
1,0,11
1,13,10
1,11,27
1,1,12
1,11,12
1,13,12
1,8,6
1,2,16
1,5,23
1,0,0
1,6,0
1,9,0
1,8,23
1,9,23
1,13,23
1,11,23
1,2,0
1,10,23
1,12,23
1,7,0
1,12,0
1,2,23
1,0,23
1,15,23
1,1,23
1,6,23
1,10,0
1,7,1
1,12,1
1,1,1
1,2,1
1,0,3
1,4,22
1,15,4
1,4,4
1,14,4
1,17,4
1,16,4
1,4,0
1,15,0
1,8,0
1,7,22
1,5,0
1,16,0
1,13,24
1,1,0
1,9,3
1,14,3
1,7,3
1,8,4
1,1,4
1,2,4
1,5,4
1,8,24
1,5,24
1,7,4
1,6,3
1,1,3
1,10,4
1,9,4
1,0,4
1,12,4
1,11,24
1,6,4
1,6,24
1,0,24
1,2,3
1,12,3
1,5,3
1,2,24
1,8,3
1,1,24
1,9,24
1,18,3
1,15,3
1,10,24
1,3,22
1,12,24
1,9,22
1,3,0
1,13,22
1,13,4
1,11,4
1,7,16
1,12,7
1,11,0
1,13,0
1,11,7
1,13,7
1,14,30
1,8,30
1,12,30
1,11,30
1,13,30
1,13,8
1,11,8
1,10,8
1,3,18
1,10,19
1,6,19
1,8,7
1,11,19
1,13,19
1,10,7
1,13,21
1,4,18
1,2,8
1,15,16
1,5,16
1,16,16
1,1,16
1,4,16
1,12,8
1,14,8
1,8,8
1,5,6
1,1,6
1,0,6
1,18,6
1,2,6
1,8,16
1,6,6
1,9,6
1,14,6
1,6,8
1,18,27
1,15,18
1,16,18
1,10,1
1,0,1
1,11,1
1,11,3
1,2,7
1,13,3
1,13,1
1,1,7
1,6,1
1,9,1
1,10,3
1,1,18
1,10,21
1,13,18
1,1,21
1,11,18
1,9,18
1,12,18
1,0,18
1,10,18
1,5,18
1,6,18
1,2,18
1,7,18
1,8,18
1,11,21
1,14,18
1,12,21
1,0,27
1,12,2
1,8,2
1,7,2
1,15,2
1,4,2
1,2,2
1,3,2
1,6,9
1,7,9
1,8,9
1,9,2
1,1,2
1,5,2
1,6,2
1,16,2
1,5,9
1,2,9
1,1,9
1,3,13
1,12,13
1,0,13
1,13,2
1,13,13
1,9,13
1,11,13
1,4,13
1,7,13
1,14,9
1,15,9
1,18,9
1,16,9
1,4,9
1,19,9
1,3,9
1,11,2
1,5,13
1,16,13
1,0,2
1,10,2
1,11,26
1,10,14
1,10,26
1,6,26
1,9,26
1,13,14
1,11,14
1,6,5
1,9,5
1,0,5
1,4,25
1,6,25
1,13,26
1,11,17
1,10,17
1,12,17
1,8,14
1,9,14
1,12,14
1,15,25
1,13,17
1,20,25
1,3,26
1,1,26
1,2,26
1,8,26
1,0,26
1,15,26
1,7,26
1,5,26
1,5,17
1,8,17
1,1,25
1,18,25
1,6,17
1,20,17
1,1,17
1,2,17
1,0,17
1,4,26
1,9,17
1,12,26
1,13,5
1,13,25
1,10,25
1,11,25
1,12,25
1,5,25
1,8,25
1,9,25
1,15,14
1,18,14
1,1,14
1,0,14
1,5,14
1,6,14
1,14,14
1,11,20
1,14,25
1,2,25
1,0,25
1,16,25
1,2,14
1,7,25
2,21,32
2,11,32
2,11,33
2,7,33
2,4,33
2,3,33
2,22,32
2,12,33
2,0,33
2,4,32
2,7,32
2,3,32
2,15,33
2,5,33
2,9,33
2,8,33
2,14,33
2,21,33
2,16,33
2,2,34
2,5,35
2,12,36
2,10,36
2,11,36
2,1,37
2,4,37
2,2,37
2,3,37
2,13,36
2,7,37
2,5,37
2,12,37
2,16,37
2,13,33
2,9,32
2,15,8
2,13,32
2,13,38
2,16,35
2,9,39
2,10,39
2,11,39
2,13,39
2,13,40
2,11,40
2,10,40
2,12,40
2,2,40
2,5,40
2,16,40
2,9,40
2,17,40
2,6,40
2,15,40
2,1,40
2,15,37
2,12,39
2,1,35
2,6,39
2,2,39
2,13,6
2,17,35
2,12,35
2,2,35
2,8,35
2,1,41
2,10,41
2,2,41
2,11,41
2,13,41
2,0,39
2,23,42
2,8,39
2,9,42
2,13,4
2,18,43
2,14,43
2,6,43
2,5,44
2,6,44
2,7,44
2,2,44
2,15,44
2,1,44
2,17,44
2,4,44
2,8,44
2,9,2
2,16,44
2,13,45
2,11,45
2,10,45
2,15,46
2,8,46
2,2,45
2,10,44
2,9,44
2,12,44
2,15,43
2,7,43
2,10,2
2,17,47
2,12,47
2,1,47
2,24,43
2,17,43
2,19,43
2,20,43
2,25,43
2,10,47
2,9,47
2,5,47
2,11,4
2,13,47
2,11,47
2,6,47
2,0,47
2,2,47
2,13,5
2,16,43
2,5,45
2,8,45
2,8,43
2,15,45
2,5,43
2,9,43
2,0,43
2,9,5
2,0,5
2,13,46
2,11,46
2,12,46
2,6,5
2,10,46
2,1,45
2,2,46
2,13,44
2,11,44
2,0,44
2,5,46
2,6,46
2,16,46
2,1,46
2,9,45
2,6,45
2,0,45
2,12,45
2,9,3
2,6,35
2,9,35
2,1,39
2,7,39
2,13,35
2,11,35
2,0,35
2,0,38
2,12,38
2,10,38
2,1,38
2,2,38
2,11,38
2,10,35
2,7,35
2,13,48
2,13,42
2,11,42
2,10,42
2,6,42
2,2,42
2,12,42
2,9,48
2,0,48
2,7,48
2,4,48
2,3,48
2,21,48
2,15,39
2,16,39
2,17,39
2,14,39
2,5,39
2,0,4
2,9,4
2,11,2
2,13,2
2,17,42
2,21,49
2,7,49
2,13,49
2,9,49
2,4,49
2,3,49
2,22,49
2,17,36
2,11,50
2,13,50
2,14,51
2,8,51
2,16,51
2,5,51
2,15,51
2,2,51
2,1,51
2,11,37
2,10,52
2,12,52
2,9,52
2,1,50
2,10,51
2,12,51
2,13,27
2,11,51
2,13,51
2,13,53
2,11,21
2,6,54
2,2,54
2,10,54
2,1,54
2,5,54
2,9,54
2,12,54
2,13,52
2,11,52
2,0,52
2,2,50
2,21,53
2,9,53
2,11,53
2,7,53
2,4,53
2,3,53
2,17,54
2,8,54
2,14,54
2,0,54
2,16,53
2,0,28
2,10,55
2,12,55
2,15,56
2,24,56
2,17,56
2,7,56
2,20,56
2,8,56
2,12,56
2,1,56
2,2,56
2,10,56
2,11,56
2,13,56
2,13,55
2,11,55
2,0,56
2,18,56
2,6,56
2,14,56
2,5,56
2,9,56
2,16,56
2,6,57
2,10,58
2,8,58
2,7,58
2,15,58
2,5,58
2,16,58
2,17,58
2,11,27
2,6,55
2,1,58
2,16,55
2,14,55
2,18,55
2,2,55
2,2,27
2,10,27
2,6,27
2,13,57
2,11,57
2,10,57
2,2,57
2,9,57
2,12,57
2,13,37
2,0,55
2,15,55
2,1,55
2,5,55
2,8,55
2,14,36
2,1,59
2,7,36
2,16,36
2,0,36
2,10,37
2,18,36
2,15,36
2,20,36
2,6,36
2,21,60
2,22,60
2,1,36
2,13,60
2,9,60
2,3,60
2,4,60
2,7,60
2,8,36
2,9,37
2,9,36
2,2,59
2,12,59
2,8,59
2,5,59
2,9,59
2,14,59
2,0,59
2,13,61
2,10,59
2,10,62
2,12,62
2,2,62
2,0,62
2,17,62
2,1,62
2,5,62
2,8,62
2,10,31
2,11,62
2,2,36
2,11,31
2,13,62
2,11,61
2,13,31
2,13,59
2,5,36
2,11,59
2,10,61
2,13,54
2,11,54
2,13,63
2,11,63
2,13,58
2,9,22
2,11,58
2,5,24
2,9,58
2,0,58
2,6,58
2,2,58
2,12,58
2,11,24
2,5,64
2,12,30
2,17,64
2,10,65
2,16,64
2,10,64
2,8,64
2,2,64
2,7,64
2,6,64
2,9,64
2,12,64
2,0,64
2,11,64
2,13,64
2,1,64
2,1,61
2,0,37
2,13,66
2,5,67
2,11,66
2,1,68
2,10,68
2,12,68
2,2,68
2,0,68
2,1,67
2,11,69
2,10,69
2,2,69
2,9,69
2,12,69
2,1,69
2,0,69
2,6,69
2,8,69
2,13,20
2,16,67
2,18,67
2,6,67
2,15,67
2,11,20
2,0,67
2,13,69
2,13,68
2,9,20
2,2,20
2,0,20
2,1,20
2,14,67
2,5,70
2,0,70
2,12,70
2,15,70
2,10,66
2,11,68
2,1,70
2,9,13
2,11,12
2,10,70
2,12,71
2,16,71
2,5,71
2,22,71
2,1,71
2,21,71
2,13,67
2,9,72
2,13,72
2,3,71
2,9,70
2,6,70
2,2,70
2,9,71
2,11,71
2,18,69
2,16,69
2,13,71
2,10,20
2,15,69
2,2,67
2,14,69
2,24,69
2,5,69
2,7,69
2,4,71
2,7,71
2,12,66
2,1,66
2,9,66
2,0,66
2,2,66
2,8,66
2,5,66
2,14,66
2,15,66
2,7,66
2,8,67
2,12,67
2,10,67
2,11,67
2,16,66
2,13,73
2,11,73
2,2,73
2,1,73
2,1,74
2,5,74
2,13,75
2,9,74
2,6,74
2,12,74
2,0,74
2,9,34
2,12,34
2,11,76
2,12,76
2,10,34
2,11,34
2,13,34
2,10,76
2,13,76
2,2,74
2,8,34
2,11,9
2,5,76
2,8,76
2,13,9
2,5,34
2,18,76
2,1,76
2,2,76
2,14,76
2,9,76
2,6,76
2,20,76
2,0,76
2,8,77
2,6,77
2,12,77
2,6,73
2,10,77
2,8,73
2,18,73
2,14,73
2,5,73
2,0,73
2,1,77
2,13,78
2,1,79
2,0,79
2,5,79
2,9,79
2,13,79
2,11,79
2,10,79
2,2,79
2,6,79
2,17,79
2,12,79
2,11,78
2,10,74
2,11,74
2,13,74
2,9,75
2,5,80
2,10,80
2,9,80
2,14,80
2,0,80
2,12,80
2,6,80
2,8,80
2,1,80
2,10,78
2,2,80
2,11,77
2,11,80
2,13,80
2,10,73
2,12,73
2,2,77
2,13,77
2,14,78
2,6,78
2,15,78
2,18,78
2,5,78
2,0,78
2,8,78
2,1,78
2,12,78
2,2,78
2,9,78
2,16,78
2,13,81
2,9,81
2,7,81
2,11,82
2,9,82
2,9,83
2,11,84
2,13,84
2,21,83
2,22,83
2,13,83
2,3,83
2,7,83
2,11,83
2,0,82
2,2,43
2,1,43
2,4,83
2,13,85
2,11,85
2,1,85
2,10,85
2,12,85
2,13,70
2,12,43
2,13,82
2,4,81
2,11,43
2,3,81
2,5,84
2,2,82
2,0,84
2,1,84
2,15,84
2,12,82
2,10,82
2,6,82
2,12,84
2,10,84
2,10,43
2,1,82
2,2,84
2,17,82
2,2,85
2,23,45
2,21,81
2,17,45
2,11,70
2,13,43
2,7,45
2,26,45
2,24,45
2,16,45
2,14,45
2,18,45
3,10,84
3,8,78
3,11,84
3,1,78
3,12,78
3,9,78
3,2,78
3,12,52
3,9,52
3,10,52
3,0,52
3,11,52
3,13,4
3,13,52
3,0,78
3,14,78
3,5,78
3,18,78
3,16,78
3,15,78
3,12,84
3,6,78
3,10,45
3,12,44
3,9,44
3,10,44
3,1,44
3,2,44
3,15,44
3,6,44
3,5,44
3,2,51
3,2,74
3,1,51
3,10,74
3,11,74
3,13,74
3,9,75
3,16,44
3,11,54
3,16,51
3,5,51
3,14,51
3,15,51
3,11,45
3,2,84
3,13,45
3,0,84
3,2,79
3,6,79
3,10,79
3,11,79
3,13,79
3,7,44
3,9,2
3,10,2
3,13,54
3,8,51
3,1,77
3,4,44
3,8,54
3,9,54
3,10,77
3,11,21
3,8,80
3,11,77
3,2,80
3,11,80
3,13,80
3,2,77
3,9,53
3,13,53
3,11,78
3,13,78
3,1,80
3,5,54
3,10,54
3,2,54
3,12,54
3,6,54
3,1,54
3,17,44
3,8,44
3,6,80
3,17,54
3,14,54
3,10,78
3,12,77
3,8,77
3,12,80
3,13,77
3,6,77
3,7,53
3,21,53
3,16,53
3,0,54
3,0,80
3,9,80
3,14,80
3,3,53
3,5,80
3,4,53
3,10,80
3,11,53
3,13,84
3,6,46
3,14,76
3,5,76
3,23,45
3,2,85
3,10,85
3,12,85
3,1,85
3,11,85
3,13,85
3,13,9
3,6,76
3,1,76
3,18,76
3,0,76
3,8,76
3,7,45
3,10,76
3,24,45
3,18,45
3,17,45
3,12,57
3,6,57
3,9,76
3,20,76
3,15,76
3,16,76
3,9,57
3,2,57
3,2,76
3,10,57
3,11,57
3,13,57
3,15,45
3,14,56
3,5,56
3,9,56
3,6,56
3,0,56
3,18,56
3,16,56
3,8,56
3,10,27
3,6,27
3,13,56
3,11,56
3,10,56
3,1,56
3,2,56
3,12,56
3,13,76
3,7,56
3,24,56
3,15,56
3,11,76
3,11,9
3,17,56
3,20,56
3,12,76
3,0,28
3,26,45
3,16,45
3,13,51
3,11,51
3,12,51
3,0,44
3,1,84
3,15,84
3,5,84
3,8,84
3,16,46
3,11,44
3,5,74
3,1,74
3,15,74
3,13,75
3,15,46
3,2,45
3,8,46
3,5,46
3,6,74
3,12,74
3,9,74
3,0,74
3,10,51
3,13,44
3,15,58
3,17,58
3,1,58
3,5,58
3,16,58
3,8,58
3,6,45
3,8,45
3,9,45
3,5,45
3,14,45
3,1,46
3,13,46
3,12,45
3,1,45
3,0,45
3,11,46
3,12,46
3,10,46
3,2,46
3,16,66
3,15,66
3,5,66
3,10,36
3,11,36
3,13,36
3,8,66
3,12,36
3,17,40
3,6,40
3,11,39
3,10,39
3,12,39
3,9,39
3,0,39
3,2,39
3,6,39
3,13,41
3,11,41
3,2,41
3,1,41
3,10,41
3,2,35
3,13,39
3,5,40
3,9,40
3,15,40
3,1,40
3,7,66
3,14,66
3,16,40
3,2,40
3,12,40
3,10,40
3,11,40
3,13,40
3,8,36
3,2,66
3,9,66
3,1,66
3,6,42
3,10,42
3,11,42
3,13,42
3,9,72
3,13,72
3,2,42
3,12,42
3,17,42
3,21,48
3,22,48
3,3,48
3,4,48
3,7,48
3,13,48
3,0,48
3,13,35
3,11,35
3,12,38
3,8,38
3,10,35
3,0,35
3,1,38
3,10,38
3,2,38
3,11,38
3,9,35
3,7,35
3,6,35
3,12,35
3,17,39
3,16,39
3,14,39
3,8,39
3,5,39
3,7,39
3,1,39
3,1,35
3,8,35
3,5,35
3,16,35
3,17,35
3,15,8
3,13,6
3,13,38
3,13,33
3,5,33
3,16,33
3,14,33
3,8,33
3,21,33
3,15,33
3,9,33
3,7,33
3,12,33
3,4,33
3,11,33
3,0,33
3,3,33
3,11,64
3,12,64
3,9,64
3,6,64
3,0,64
3,13,86
3,22,81
3,11,86
3,9,58
3,1,47
3,0,47
3,17,47
3,6,58
3,7,58
3,10,58
3,0,58
3,12,58
3,11,58
3,12,47
3,2,47
3,13,64
3,3,86
3,12,86
3,22,86
3,4,86
3,7,86
3,9,86
3,16,81
3,11,12
3,13,58
3,7,64
3,1,64
3,2,64
3,1,61
3,10,61
3,8,64
3,11,61
3,13,61
3,14,59
3,0,59
3,5,59
3,15,59
3,7,81
3,4,81
3,8,59
3,2,58
3,14,64
3,16,64
3,10,64
3,21,81
3,5,64
3,10,65
3,2,65
3,3,81
3,12,30
3,17,64
3,9,81
3,5,24
3,5,47
3,12,79
3,9,48
3,17,79
3,0,79
3,1,79
3,11,63
3,13,63
3,5,79
3,11,4
3,13,47
3,11,47
3,6,47
3,10,47
3,11,24
3,9,47
3,12,24
3,13,31
3,13,49
3,9,49
3,4,49
3,3,49
3,7,49
3,21,49
3,22,49
3,13,59
3,12,66
3,10,66
3,17,36
3,9,36
3,11,59
3,0,66
3,1,36
3,17,62
3,8,62
3,10,62
3,2,62
3,12,62
3,11,62
3,5,62
3,18,69
3,7,69
3,15,69
3,16,69
3,5,69
3,24,69
3,13,62
3,1,62
3,0,62
3,11,31
3,5,36
3,2,36
3,10,31
3,20,36
3,14,36
3,4,83
3,3,83
3,11,2
3,13,2
3,21,83
3,22,83
3,9,13
3,13,69
3,11,69
3,13,81
3,13,83
3,2,59
3,12,59
3,0,36
3,15,36
3,7,36
3,9,83
3,11,83
3,7,83
3,6,36
3,10,69
3,9,69
3,12,69
3,24,39
3,15,39
3,13,66
3,9,4
3,9,60
3,10,59
3,13,60
3,18,39
3,11,66
3,3,60
3,2,69
3,6,69
3,18,36
3,16,36
3,8,69
3,0,69
3,1,69
3,1,59
3,14,69
3,4,60
3,21,60
3,7,60
3,22,60
3,8,55
3,5,55
3,1,55
3,2,87
3,12,87
3,16,87
3,8,87
3,9,5
3,0,73
3,14,73
3,5,73
3,6,5
3,10,5
3,0,5
3,11,34
3,10,34
3,15,43
3,14,43
3,13,37
3,1,34
3,9,34
3,12,55
3,18,43
3,13,5
3,13,50
3,13,87
3,2,55
3,11,87
3,1,87
3,10,87
3,2,34
3,18,73
3,13,27
3,2,67
3,12,34
3,8,67
3,8,34
3,7,34
3,12,67
3,5,34
3,11,67
3,10,67
3,6,55
3,18,55
3,15,55
3,10,43
3,7,71
3,0,37
3,9,37
3,0,82
3,9,82
3,13,68
3,2,43
3,11,82
3,13,82
3,1,43
3,10,37
3,4,71
3,11,71
3,9,3
3,9,71
3,12,43
3,5,43
3,13,71
3,12,37
3,2,37
3,13,34
3,0,55
3,16,55
3,14,55
3,11,43
3,2,50
3,17,82
3,11,50
3,1,50
3,11,37
3,8,43
3,13,43
3,10,82
3,25,43
3,19,43
3,20,43
3,27,43
3,17,43
3,1,68
3,12,68
3,2,68
3,10,68
3,11,68
3,6,82
3,10,50
3,24,43
3,12,82
3,1,82
3,2,82
3,9,43
3,11,27
3,16,43
3,0,43
3,12,50
3,22,32
3,15,37
3,16,37
3,5,37
3,7,37
3,8,37
3,9,32
3,6,43
3,11,73
3,5,67
3,10,73
3,1,73
3,13,32
3,2,73
3,12,73
3,16,71
3,5,71
3,1,71
3,9,22
3,13,67
3,21,32
3,0,70
3,0,20
3,5,70
3,15,70
3,12,70
3,1,70
3,12,20
3,7,70
3,10,70
3,14,67
3,9,20
3,1,20
3,10,20
3,4,37
3,1,67
3,1,37
3,16,67
3,3,37
3,22,71
3,12,71
3,21,71
3,2,20
3,13,55
3,15,67
3,11,20
3,10,55
3,7,32
3,13,73
3,13,70
3,6,67
3,7,43
3,9,70
3,3,32
3,4,32
3,6,70
3,0,67
3,2,70
3,3,71
3,11,32
3,13,20
3,18,67
3,11,70
3,6,73
3,8,73
3,11,55
4,13,21
4,12,16
4,8,30
4,15,0
4,3,0
4,5,0
4,16,0
4,17,0
4,4,0
4,11,30
4,1,0
4,10,9
4,6,16
4,14,0
4,8,0
4,16,4
4,4,4
4,17,4
4,15,4
4,10,16
4,14,4
4,0,16
4,9,16
4,13,16
4,13,30
4,11,16
4,13,10
4,14,30
4,6,0
4,12,30
4,2,0
4,7,0
4,12,0
4,0,0
4,1,16
4,13,27
4,13,17
4,11,17
4,10,17
4,13,5
4,0,5
4,6,5
4,9,5
4,3,16
4,11,4
4,12,4
4,6,4
4,10,4
4,8,29
4,1,29
4,0,4
4,0,29
4,2,29
4,12,3
4,8,3
4,5,3
4,13,9
4,9,4
4,2,3
4,5,29
4,2,16
4,4,16
4,8,16
4,7,16
4,5,16
4,16,16
4,5,13
4,16,13
4,1,4
4,2,4
4,8,4
4,5,4
4,12,13
4,3,13
4,11,9
4,7,4
4,10,29
4,13,4
4,12,29
4,9,3
4,6,29
4,11,29
4,13,29
4,13,12
4,11,12
4,13,2
4,11,2
4,7,9
4,6,9
4,8,9
4,11,11
4,12,2
4,0,2
4,9,2
4,10,2
4,5,9
4,11,8
4,13,8
4,10,8
4,13,11
4,12,11
4,10,11
4,15,23
4,1,23
4,0,23
4,16,23
4,2,23
4,6,23
4,8,23
4,5,23
4,2,9
4,1,9
4,1,12
4,15,2
4,3,2
4,1,2
4,2,2
4,4,2
4,7,2
4,5,2
4,16,2
4,6,2
4,8,2
4,8,6
4,10,6
4,12,6
4,5,24
4,8,24
4,6,24
4,2,24
4,12,24
4,11,6
4,13,6
4,0,24
4,9,24
4,18,9
4,1,24
4,10,24
4,1,8
4,12,8
4,9,22
4,2,8
4,8,8
4,14,8
4,13,22
4,2,11
4,5,11
4,6,11
4,11,23
4,8,11
4,9,23
4,6,8
4,10,23
4,12,23
4,16,11
4,14,11
4,18,11
4,9,6
4,1,11
4,0,11
4,1,6
4,16,10
4,5,10
4,3,22
4,1,10
4,11,24
4,4,10
4,2,10
4,13,24
4,19,9
4,6,6
4,2,6
4,18,6
4,16,6
4,7,6
4,5,6
4,13,23
4,14,6
4,16,9
4,15,9
4,3,9
4,14,9
4,4,9
4,4,22
4,0,6
4,7,22
4,6,10
4,12,10
4,10,10
4,13,0
4,11,0
4,10,0
4,7,10
4,9,9
4,0,9
4,12,9
4,11,10
4,9,0
4,9,10
4,1,21
4,12,7
4,14,3
4,6,3
4,7,3
4,12,21
4,10,21
4,15,3
4,1,7
4,0,3
4,1,3
4,18,3
4,8,7
4,10,7
4,2,7
4,11,7
4,0,10
4,13,7
4,11,21
4,10,1
4,8,28
4,12,27
4,12,28
4,9,1
4,14,28
4,12,1
4,2,1
4,1,1
4,12,17
4,0,17
4,9,17
4,11,3
4,2,27
4,5,27
4,6,1
4,0,1
4,9,28
4,8,27
4,9,27
4,7,1
4,11,1
4,15,25
4,0,28
4,13,28
4,20,25
4,3,25
4,1,25
4,11,31
4,18,25
4,5,17
4,16,17
4,8,17
4,6,17
4,20,17
4,1,17
4,2,17
4,4,25
4,13,1
4,11,28
4,5,1
4,8,26
4,10,15
4,6,15
4,12,15
4,5,15
4,2,15
4,0,15
4,1,15
4,12,25
4,10,3
4,13,15
4,11,15
4,8,1
4,11,19
4,13,19
4,4,26
4,3,26
4,1,26
4,15,26
4,16,26
4,12,26
4,11,13
4,9,25
4,16,25
4,6,25
4,14,25
4,2,25
4,0,25
4,11,27
4,10,27
4,13,3
4,13,31
4,0,13
4,7,25
4,5,25
4,8,25
4,13,13
4,7,13
4,9,13
4,4,13
4,6,27
4,18,27
4,1,27
4,6,26
4,0,18
4,0,27
4,17,27
4,9,18
4,10,14
4,16,27
4,11,18
4,15,27
4,10,18
4,9,26
4,10,26
4,6,18
4,7,18
4,5,18
4,8,18
4,2,18
4,7,27
4,12,18
4,14,27
4,13,18
4,2,26
4,6,19
4,11,14
4,13,14
4,7,26
4,5,26
4,0,26
4,10,19
4,12,14
4,1,19
4,1,18
4,3,18
4,11,20
4,11,26
4,2,14
4,0,14
4,18,14
4,1,14
4,15,14
4,5,14
4,14,14
4,6,14
4,13,26
4,8,14
4,9,14
4,4,18
4,15,18
4,17,18
4,16,18
4,14,18
4,11,25
4,10,25
4,13,25
5,2,2
5,3,2
5,1,2
5,15,2
5,12,2
5,11,72
5,8,2
5,3,72
5,16,6
5,14,6
5,16,11
5,7,6
5,13,3
5,7,2
5,1,75
5,0,75
5,4,72
5,14,63
5,2,63
5,8,63
5,10,63
5,11,26
5,13,24
5,0,8
5,14,3
5,18,3
5,12,3
5,13,7
5,15,86
5,14,11
5,12,14
5,6,3
5,10,14
5,9,72
5,7,72
5,5,19
5,16,19
5,14,19
5,1,19
5,0,19
5,12,15
5,3,22
5,11,20
5,6,10
5,5,2
5,11,7
5,5,15
5,16,2
5,3,3
5,2,65
5,8,65
5,1,3
5,0,10
5,15,3
5,11,75
5,13,72
5,11,63
5,5,6
5,6,15
5,15,11
5,9,11
5,18,11
5,7,11
5,7,65
5,5,65
5,9,6
5,12,10
5,3,10
5,5,10
5,4,10
5,16,10
5,1,10
5,10,10
5,7,10
5,13,63
5,2,21
5,12,21
5,14,65
5,14,21
5,8,21
5,5,21
5,5,25
5,9,65
5,2,7
5,0,11
5,6,65
5,10,15
5,8,14
5,0,14
5,1,14
