slot,timestamp,action_count,adds,removes,actions,placement_before,placement_after,demand,attachment_points,total_requests,demand_pairs,covered_pairs_after,uncovered_pairs_after,coverage_ratio_after,objective,R_nominal,B_nominal,R_wc,B_wc,Op_cost,solve_time,status
394,393,7,5,2,"ADD:0,2;ADD:4,8;ADD:6,0;ADD:7,7;ADD:7,8;REMOVE:5,2;REMOVE:7,5",0:-;1:-;2:-;3:-;4:7;5:2;6:-;7:5;8:-;9:-,0:2;1:-;2:-;3:-;4:7|8;5:-;6:0;7:7|8;8:-;9:-,0@2=1;4@2=2;4@1=1;4@5=1;4@7=1;4@8=1;4@9=1;6@0=1;7@1=1;7@5=1;7@0=1;7@4=2;7@6=1,"2,1,5,7,8,9,0,4,6",15,13,13,0,1.0,0.19472296437873815,0.6666666666666666,0.02805629771207154,0.0,0.0,0.5,0.15166115760803223,Feasible|selected=greedy
395,394,8,3,5,"ADD:4,6;ADD:5,5;ADD:6,4;REMOVE:0,2;REMOVE:4,7;REMOVE:4,8;REMOVE:6,0;REMOVE:7,8",0:2;1:-;2:-;3:-;4:7|8;5:-;6:0;7:7|8;8:-;9:-,0:-;1:-;2:-;3:-;4:6;5:5;6:4;7:7;8:-;9:-,4@1=1;4@6=1;5@5=1;6@4=1;7@6=1;7@4=1;7@0=3;7@7=1,"1,6,5,4,0,7",10,8,8,0,1.0,0.5734435112968694,0.8333333333333334,0.040110177963536164,0.0,0.0,0.30000000000000004,0.13146400451660156,Feasible|selected=greedy
396,395,7,4,3,"ADD:4,7;ADD:5,2;ADD:6,3;ADD:8,7;REMOVE:4,6;REMOVE:5,5;REMOVE:6,4",0:-;1:-;2:-;3:-;4:6;5:5;6:4;7:7;8:-;9:-,0:-;1:-;2:-;3:-;4:7;5:2;6:3;7:7;8:7;9:-,4@2=1;4@4=2;4@7=1;5@2=1;6@2=1;6@1=2;6@3=1;7@2=1;7@4=1;7@1=1;7@9=1;8@7=1,"2,4,7,1,3,9",14,12,12,0,1.0,0.3775238080617278,0.75,0.027523808061727866,0.0,0.0,0.4,0.1372079849243164,Feasible|selected=greedy
397,396,7,3,4,"ADD:3,2;ADD:6,7;ADD:7,4;REMOVE:5,2;REMOVE:6,3;REMOVE:7,7;REMOVE:8,7",0:-;1:-;2:-;3:-;4:7;5:2;6:3;7:7;8:7;9:-,0:-;1:-;2:-;3:2;4:7;5:-;6:7;7:4;8:-;9:-,3@2=1;4@6=1;4@7=1;6@0=1;6@4=1;6@9=1;7@4=2,"2,6,7,0,4,9",8,7,7,0,1.0,0.5519894354643722,0.8,0.05198943546437216,0.0,0.0,0.30000000000000004,0.1282329559326172,Feasible|selected=greedy
398,397,7,4,3,"ADD:2,6;ADD:4,8;ADD:5,7;ADD:7,8;REMOVE:3,2;REMOVE:4,7;REMOVE:7,4",0:-;1:-;2:-;3:2;4:7;5:-;6:7;7:4;8:-;9:-,0:-;1:-;2:6;3:-;4:8;5:7;6:7;7:8;8:-;9:-,2@6=1;4@6=1;4@5=1;5@7=1;6@3=1;6@4=1;7@4=1;7@1=1,"6,5,7,3,4,1",8,8,8,0,1.0,0.37603352327921036,0.75,0.026033523279210345,0.0,0.0,0.4,0.1294252872467041,Feasible|selected=greedy
399,398,8,3,5,"ADD:4,2;ADD:6,8;ADD:7,9;REMOVE:2,6;REMOVE:4,8;REMOVE:5,7;REMOVE:6,7;REMOVE:7,8",0:-;1:-;2:6;3:-;4:8;5:7;6:7;7:8;8:-;9:-,0:-;1:-;2:-;3:-;4:2;5:-;6:8;7:9;8:-;9:-,4@0=1;4@2=1;6@1=1;6@5=1;7@2=1;7@1=1,"0,2,1,5",6,6,6,0,1.0,0.7137407325829044,1.0,0.013740732582904532,0.0,0.0,0.30000000000000004,0.11783385276794434,Feasible|selected=greedy
400,399,4,2,2,"ADD:4,7;ADD:5,6;REMOVE:6,8;REMOVE:7,9",0:-;1:-;2:-;3:-;4:2;5:-;6:8;7:9;8:-;9:-,0:-;1:-;2:-;3:-;4:2|7;5:6;6:-;7:-;8:-;9:-,4@0=1;4@1=2;4@2=1;4@5=1;4@7=1;5@6=2,"0,1,2,5,7,6",8,6,6,0,1.0,0.5154740044619017,0.6666666666666666,0.048807337795235106,0.0,0.0,0.2,0.12916922569274902,Feasible|selected=greedy
401,400,7,4,3,"ADD:4,3;ADD:5,8;ADD:6,4;ADD:7,9;REMOVE:4,2;REMOVE:4,7;REMOVE:5,6",0:-;1:-;2:-;3:-;4:2|7;5:6;6:-;7:-;8:-;9:-,0:-;1:-;2:-;3:-;4:3;5:8;6:4;7:9;8:-;9:-,4@3=1;5@4=1;5@5=1;6@4=1;7@1=2;7@2=2,"3,4,5,1,2",8,6,6,0,1.0,0.6286844070051577,1.0,0.02868440700515763,0.0,0.0,0.4,0.12392902374267578,Feasible|selected=greedy
402,401,7,4,3,"ADD:5,7;ADD:6,6;ADD:7,7;ADD:8,9;REMOVE:5,8;REMOVE:6,4;REMOVE:7,9",0:-;1:-;2:-;3:-;4:3;5:8;6:4;7:9;8:-;9:-,0:-;1:-;2:-;3:-;4:3;5:7;6:6;7:7;8:9;9:-,4@2=1;4@3=2;4@5=1;4@9=1;5@3=1;5@4=1;6@4=1;6@6=1;7@3=1;7@4=1;7@0=1;7@8=1;8@2=1;8@1=1,"2,3,5,9,4,6,0,8,1",15,14,14,0,1.0,0.3676612717235671,0.75,0.017661271723567164,0.0,0.0,0.4,0.15346193313598633,Feasible|selected=greedy
403,402,10,5,5,"ADD:4,2;ADD:4,9;ADD:5,2;ADD:6,8;ADD:7,2;REMOVE:4,3;REMOVE:5,7;REMOVE:6,6;REMOVE:7,7;REMOVE:8,9",0:-;1:-;2:-;3:-;4:3;5:7;6:6;7:7;8:9;9:-,0:-;1:-;2:-;3:-;4:2|9;5:2;6:8;7:2;8:-;9:-,4@1=1;4@2=2;4@4=1;4@5=2;4@9=2;5@2=2;6@1=1;6@4=1;7@2=1;7@4=1;7@9=1;7@0=2;7@8=1,"1,2,4,5,9,0,8",18,13,13,0,1.0,0.5387982615877716,1.0,0.03879826158777165,0.0,0.0,0.5,0.14483880996704102,Feasible|selected=greedy
404,403,8,4,4,"ADD:2,2;ADD:3,4;ADD:4,4;ADD:7,7;REMOVE:4,2;REMOVE:4,9;REMOVE:5,2;REMOVE:7,2",0:-;1:-;2:-;3:-;4:2|9;5:2;6:8;7:2;8:-;9:-,0:-;1:-;2:2;3:4;4:4;5:-;6:8;7:7;8:-;9:-,2@2=1;3@4=1;4@2=2;4@4=1;6@8=1;7@4=1;7@8=1;7@0=1,"2,4,8,0",9,8,8,0,1.0,0.4425251560605665,0.8,0.04252515606056654,0.0,0.0,0.4,0.12198686599731445,Feasible|selected=greedy
405,404,7,3,4,"ADD:6,2;ADD:7,8;ADD:8,0;REMOVE:2,2;REMOVE:3,4;REMOVE:6,8;REMOVE:7,7",0:-;1:-;2:2;3:4;4:4;5:-;6:8;7:7;8:-;9:-,0:-;1:-;2:-;3:-;4:4;5:-;6:2;7:8;8:0;9:-,4@4=1;6@2=1;7@4=1;7@2=1;7@1=1;7@8=1;8@0=1,"4,2,1,8,0",7,7,7,0,1.0,0.5554601228544762,0.8,0.05546012285447621,0.0,0.0,0.30000000000000004,0.12558984756469727,Feasible|selected=greedy
406,405,9,5,4,"ADD:1,5;ADD:4,7;ADD:5,7;ADD:7,9;ADD:8,1;REMOVE:4,4;REMOVE:6,2;REMOVE:7,8;REMOVE:8,0",0:-;1:-;2:-;3:-;4:4;5:-;6:2;7:8;8:0;9:-,0:-;1:5;2:-;3:-;4:7;5:7;6:-;7:9;8:1;9:-,1@5=1;4@7=1;5@7=1;7@9=1;8@1=1,"5,7,9,1",5,5,5,0,1.0,0.5960948642592383,1.0,0.09609486425923819,0.0,0.0,0.5,0.12027406692504883,Feasible|selected=greedy
407,406,11,6,5,"ADD:1,1;ADD:4,5;ADD:5,6;ADD:6,7;ADD:7,7;ADD:8,2;REMOVE:1,5;REMOVE:4,7;REMOVE:5,7;REMOVE:7,9;REMOVE:8,1",0:-;1:5;2:-;3:-;4:7;5:7;6:-;7:9;8:1;9:-,0:-;1:1;2:-;3:-;4:5;5:6;6:7;7:7;8:2;9:-,1@1=1;4@0=1;4@5=1;5@6=1;6@1=1;6@0=1;7@1=1;7@0=2;7@9=1;8@0=1;8@5=1;8@4=1;8@7=1,"1,0,5,6,9,4,7",14,13,13,0,1.0,0.41935634615411377,1.0,0.019356346154113715,0.0,0.0,0.6,0.14355206489562988,Feasible|selected=greedy
408,407,12,7,5,"ADD:1,2;ADD:1,7;ADD:4,7;ADD:5,8;ADD:6,2;ADD:7,3;ADD:8,8;REMOVE:1,1;REMOVE:4,5;REMOVE:5,6;REMOVE:6,7;REMOVE:7,7",0:-;1:1;2:-;3:-;4:5;5:6;6:7;7:7;8:2;9:-,0:-;1:2|7;2:-;3:-;4:7;5:8;6:2;7:3;8:2|8;9:-,1@0=2;1@1=1;1@2=2;1@4=1;1@5=1;1@6=1;1@7=2;1@9=1;4@0=1;4@1=2;4@3=1;4@8=1;5@1=3;5@2=1;5@6=1;5@8=1;6@2=1;7@1=1;7@3=1;8@1=1;8@2=1;8@5=1;8@9=1;8@8=1,"0,1,2,4,5,6,7,9,3,8",30,24,24,0,1.0,0.16350825418101567,0.8333333333333334,0.03017492084768224,0.0,0.0,0.7,0.18006014823913574,Feasible|selected=greedy
409,408,12,7,5,"ADD:0,8;ADD:0,9;ADD:3,4;ADD:4,2;ADD:5,4;ADD:6,7;ADD:7,2;REMOVE:1,2;REMOVE:4,7;REMOVE:5,8;REMOVE:6,2;REMOVE:7,3",0:-;1:2|7;2:-;3:-;4:7;5:8;6:2;7:3;8:2|8;9:-,0:8|9;1:7;2:-;3:4;4:2;5:4;6:7;7:2;8:2|8;9:-,0@1=1;0@4=1;0@5=1;0@9=1;1@4=2;1@9=1;1@2=2;1@6=1;1@7=1;1@8=1;3@4=1;3@2=1;4@4=1;4@5=1;4@9=1;4@2=2;4@0=1;5@4=1;6@9=2;6@0=3;7@5=1;7@9=1;7@2=2;7@7=1;7@8=1;7@3=2;8@4=2;8@5=1;8@2=4;8@6=1;8@8=1;8@0=1;8@3=1,"1,4,5,9,2,6,7,8,0,3",45,33,33,0,1.0,-0.044267804231234,0.625,0.030732195768765992,0.0,0.0,0.7,0.18703198432922363,Feasible|selected=greedy
410,409,14,7,7,"ADD:1,2;ADD:2,1;ADD:4,8;ADD:5,7;ADD:6,6;ADD:7,7;ADD:7,8;REMOVE:0,9;REMOVE:3,4;REMOVE:4,2;REMOVE:5,4;REMOVE:6,7;REMOVE:7,2;REMOVE:8,8",0:8|9;1:7;2:-;3:4;4:2;5:4;6:7;7:2;8:2|8;9:-,0:8;1:2|7;2:1;3:-;4:8;5:7;6:6;7:7|8;8:2;9:-,0@1=1;0@2=2;0@4=1;0@5=1;0@7=1;1@1=1;1@2=1;1@5=1;1@7=1;1@0=1;1@3=1;1@6=2;1@8=2;1@9=1;2@1=1;4@4=3;4@8=2;5@2=4;5@4=1;5@7=1;5@6=1;5@9=2;6@6=1;7@1=3;7@4=3;7@5=2;7@0=1;7@8=1;7@9=1;8@2=3;8@4=2;8@3=1;8@8=3;8@9=1,"1,2,4,5,7,0,3,6,8,9",54,34,34,0,1.0,0.019582934446388922,0.7,0.019582934446388953,0.0,0.0,0.7,0.18860888481140137,Feasible|selected=greedy
411,410,16,7,9,"ADD:1,5;ADD:1,8;ADD:3,7;ADD:4,7;ADD:5,2;ADD:7,2;ADD:8,9;REMOVE:0,8;REMOVE:1,2;REMOVE:1,7;REMOVE:2,1;REMOVE:4,8;REMOVE:5,7;REMOVE:6,6;REMOVE:7,7;REMOVE:8,2",0:8;1:2|7;2:1;3:-;4:8;5:7;6:6;7:7|8;8:2;9:-,0:-;1:5|8;2:-;3:7;4:7;5:2;6:-;7:2|8;8:9;9:-,1@0=2;1@4=1;1@5=3;1@8=1;3@7=1;4@7=1;4@1=2;4@3=1;5@0=1;5@4=3;5@5=1;5@2=1;7@4=2;7@5=1;7@8=1;7@1=2;7@3=2;7@2=1;7@9=1;8@7=2;8@1=1;8@2=1;8@9=1,"0,4,5,8,7,1,3,2,9",33,23,23,0,1.0,0.23139819502199033,0.9,0.03139819502199029,0.0,0.0,0.7,0.17348194122314453,Feasible|selected=greedy
412,411,4,0,4,"REMOVE:1,5;REMOVE:5,2;REMOVE:7,8;REMOVE:8,9",0:-;1:5|8;2:-;3:7;4:7;5:2;6:-;7:2|8;8:9;9:-,0:-;1:8;2:-;3:7;4:7;5:-;6:-;7:2;8:-;9:-,1@6=1;3@4=1;4@1=2;4@2=1;4@3=1;4@8=1;7@4=1;7@2=1,"6,4,1,2,3,8",9,8,8,0,1.0,0.5115066496130597,0.5,0.011506649613059722,0.0,0.0,0.0,0.039623260498046875,Feasible|selected=beam_search
413,412,4,2,2,"ADD:1,1;ADD:8,8;REMOVE:1,8;REMOVE:3,7",0:-;1:8;2:-;3:7;4:7;5:-;6:-;7:2;8:-;9:-,0:-;1:1;2:-;3:-;4:7;5:-;6:-;7:2;8:8;9:-,1@1=1;4@1=1;7@2=1;7@9=1;8@8=1,"1,2,9,8",5,5,5,0,1.0,0.3593133928677183,0.5,0.05931339286771828,0.0,0.0,0.2,0.03261995315551758,Feasible|selected=beam_search
414,413,6,4,2,"ADD:1,7;ADD:5,2;ADD:8,4;ADD:8,9;REMOVE:1,1;REMOVE:8,8",0:-;1:1;2:-;3:-;4:7;5:-;6:-;7:2;8:8;9:-,0:-;1:7;2:-;3:-;4:7;5:2;6:-;7:2;8:4|9;9:-,1@0=1;1@4=1;1@7=1;4@2=2;4@6=1;5@2=1;7@4=1;7@5=1;8@4=2;8@9=1,"0,4,7,2,6,5,9",12,10,10,0,1.0,0.14167765742788618,0.5,0.04167765742788624,0.0,0.0,0.4,0.057466983795166016,Feasible|selected=beam_search
415,414,5,2,3,"ADD:5,1;ADD:6,8;REMOVE:1,7;REMOVE:5,2;REMOVE:8,4",0:-;1:7;2:-;3:-;4:7;5:2;6:-;7:2;8:4|9;9:-,0:-;1:-;2:-;3:-;4:7;5:1;6:8;7:2;8:9;9:-,4@0=1;4@3=1;4@6=1;4@7=1;4@9=1;5@1=1;6@8=1;7@7=2;7@9=1;7@2=2;8@6=1;8@7=1;8@9=1,"0,3,6,7,9,1,8,2",15,13,13,0,1.0,0.3390599923810414,0.5,0.039059992381041436,0.0,0.0,0.2,0.06080317497253418,Feasible|selected=beam_search
416,415,5,3,2,"ADD:5,4;ADD:6,1;ADD:8,1;REMOVE:6,8;REMOVE:8,9",0:-;1:-;2:-;3:-;4:7;5:1;6:8;7:2;8:9;9:-,0:-;1:-;2:-;3:-;4:7;5:1|4;6:1;7:2;8:1;9:-,4@2=1;5@1=1;5@4=1;6@1=1;7@4=2;7@0=1;7@8=1;7@9=1;8@1=2,"2,1,4,0,8,9",11,9,9,0,1.0,0.14553227752123155,0.4,0.045532277521231554,0.0,0.0,0.30000000000000004,0.04529213905334473,Feasible|selected=beam_search
417,416,7,4,3,"ADD:1,1;ADD:5,7;ADD:8,0;ADD:8,4;REMOVE:5,1;REMOVE:5,4;REMOVE:6,1",0:-;1:-;2:-;3:-;4:7;5:1|4;6:1;7:2;8:1;9:-,0:-;1:1;2:-;3:-;4:7;5:7;6:-;7:2;8:0|1|4;9:-,1@1=1;4@1=1;4@2=1;4@4=2;4@8=1;4@9=1;5@0=1;5@7=1;7@2=1;8@4=2;8@9=1;8@0=1;8@7=1;8@6=1,"1,2,4,8,9,0,7,6",16,14,14,0,1.0,0.13940051203893766,0.5,0.039400512038937734,0.0,0.0,0.4,0.06598401069641113,Feasible|selected=beam_search
418,417,4,0,4,"REMOVE:1,1;REMOVE:4,7;REMOVE:5,7;REMOVE:8,0",0:-;1:1;2:-;3:-;4:7;5:7;6:-;7:2;8:0|1|4;9:-,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:2;8:1|4;9:-,7@0=1,0,1,1,1,0,1.0,0.5714285714285714,0.5714285714285714,0.0,0.0,0.0,0.0,0.012434959411621094,Feasible|selected=beam_search
419,418,12,10,2,"ADD:0,8;ADD:1,5;ADD:1,8;ADD:1,9;ADD:2,9;ADD:4,2;ADD:5,2;ADD:6,3;ADD:7,1;ADD:8,7;REMOVE:8,1;REMOVE:8,4",0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:2;8:1|4;9:-,0:8;1:5|8|9;2:9;3:-;4:2;5:2;6:3;7:1|2;8:7;9:-,0@8=2;1@8=1;1@4=1;1@5=1;1@9=1;2@9=2;2@2=1;4@2=3;5@4=1;5@2=1;5@0=1;5@3=1;6@2=1;6@3=1;6@1=1;7@8=1;7@9=1;7@0=1;7@1=2;7@6=1;7@7=1;8@9=1;8@0=1;8@3=1;8@1=2;8@7=2,"8,4,5,9,2,0,3,1,6,7",33,26,26,0,1.0,-0.2842069988685908,0.6666666666666666,0.049126334464742454,0.0,0.0,0.9999999999999999,0.18126678466796875,Feasible|selected=beam_search
420,419,12,2,10,"ADD:4,8;ADD:8,2;REMOVE:0,8;REMOVE:1,5;REMOVE:1,8;REMOVE:1,9;REMOVE:2,9;REMOVE:4,2;REMOVE:5,2;REMOVE:6,3;REMOVE:7,1;REMOVE:8,7",0:8;1:5|8|9;2:9;3:-;4:2;5:2;6:3;7:1|2;8:7;9:-,0:-;1:-;2:-;3:-;4:8;5:-;6:-;7:2;8:2;9:-,4@4=1;4@5=2;7@4=1;7@0=1;7@2=1;7@3=1;8@4=2;8@2=1;8@9=1,"4,5,0,2,3,9",11,9,9,0,1.0,0.7261425450262156,0.9090909090909091,0.017051635935306522,0.0,0.0,0.2,0.135911226272583,Feasible|selected=greedy
421,420,8,6,2,"ADD:1,8;ADD:2,7;ADD:4,9;ADD:5,9;ADD:7,8;ADD:8,3;REMOVE:7,2;REMOVE:8,2",0:-;1:-;2:-;3:-;4:8;5:-;6:-;7:2;8:2;9:-,0:-;1:8;2:7;3:-;4:8|9;5:9;6:-;7:8;8:3;9:-,1@1=1;1@4=2;2@1=2;2@0=2;2@2=1;2@6=1;4@1=1;4@2=1;4@6=1;4@8=1;4@9=1;5@2=1;5@6=1;7@1=1;7@8=1;7@5=1;8@2=2;8@3=1,"1,4,0,2,6,8,9,5,3",22,18,18,0,1.0,0.08613804021877824,0.6666666666666666,0.01947137355211155,0.0,0.0,0.6,0.15985894203186035,Feasible|selected=greedy
422,421,11,5,6,"ADD:4,4;ADD:5,8;ADD:7,5;ADD:7,9;ADD:8,6;REMOVE:1,8;REMOVE:4,8;REMOVE:4,9;REMOVE:5,9;REMOVE:7,8;REMOVE:8,3",0:-;1:8;2:7;3:-;4:8|9;5:9;6:-;7:8;8:3;9:-,0:-;1:-;2:7;3:-;4:4;5:8;6:-;7:5|9;8:6;9:-,2@0=1;2@1=1;2@7=1;4@4=1;5@1=2;5@8=2;7@5=1;7@9=1;8@4=1;8@6=1,"0,1,7,4,8,5,9,6",12,10,10,0,1.0,0.41577131809693235,0.8571428571428571,0.058628460954075236,0.0,0.0,0.5,0.14114809036254883,Feasible|selected=greedy
423,422,11,5,6,"ADD:2,9;ADD:4,3;ADD:5,2;ADD:7,8;ADD:8,7;REMOVE:2,7;REMOVE:4,4;REMOVE:5,8;REMOVE:7,5;REMOVE:7,9;REMOVE:8,6",0:-;1:-;2:7;3:-;4:4;5:8;6:-;7:5|9;8:6;9:-,0:-;1:-;2:9;3:-;4:3;5:2;6:-;7:8;8:7;9:-,2@1=1;2@2=1;2@9=1;4@1=1;4@3=1;5@2=1;5@3=2;5@8=1;7@2=2;7@4=1;7@5=1;7@6=1;7@7=1;8@9=1;8@4=1,"1,2,9,3,8,4,5,6,7",17,15,15,0,1.0,0.5176448525104258,1.0,0.01764485251042583,0.0,0.0,0.5,0.15601301193237305,Feasible|selected=greedy
424,423,9,4,5,"ADD:3,3;ADD:4,7;ADD:7,7;ADD:8,4;REMOVE:2,9;REMOVE:4,3;REMOVE:5,2;REMOVE:7,8;REMOVE:8,7",0:-;1:-;2:9;3:-;4:3;5:2;6:-;7:8;8:7;9:-,0:-;1:-;2:-;3:3;4:7;5:-;6:-;7:7;8:4;9:-,3@3=1;4@3=1;4@4=2;4@9=1;7@3=1;7@4=1;7@1=2;7@6=1;7@7=1;8@4=2,"3,4,9,1,6,7",13,10,10,0,1.0,0.6354176132530415,1.0,0.035417613253041554,0.0,0.0,0.4,0.13577604293823242,Feasible|selected=greedy
425,424,10,6,4,"ADD:4,2;ADD:4,9;ADD:5,5;ADD:7,9;ADD:8,2;ADD:8,7;REMOVE:3,3;REMOVE:4,7;REMOVE:7,7;REMOVE:8,4",0:-;1:-;2:-;3:3;4:7;5:-;6:-;7:7;8:4;9:-,0:-;1:-;2:-;3:-;4:2|9;5:5;6:-;7:9;8:2|7;9:-,4@0=1;4@2=2;4@5=1;4@6=1;4@9=1;5@0=1;5@5=1;7@9=1;7@3=1;8@0=1;8@2=2;8@5=1;8@6=1;8@9=1;8@1=1;8@4=2;8@7=1,"0,2,5,6,9,3,1,4,7",20,17,17,0,1.0,0.44121389950632783,1.0,0.04121389950632779,0.0,0.0,0.6,0.16324210166931152,Feasible|selected=greedy
426,425,10,4,6,"ADD:4,6;ADD:5,1;ADD:7,5;ADD:8,5;REMOVE:4,2;REMOVE:4,9;REMOVE:5,5;REMOVE:7,9;REMOVE:8,2;REMOVE:8,7",0:-;1:-;2:-;3:-;4:2|9;5:5;6:-;7:9;8:2|7;9:-,0:-;1:-;2:-;3:-;4:6;5:1;6:-;7:5;8:5;9:-,4@6=1;5@1=2;7@5=1;8@5=1;8@0=1;8@3=1,"6,1,5,0,3",7,6,6,0,1.0,0.675212727693684,1.0,0.07521272769368396,0.0,0.0,0.4,0.1258533000946045,Feasible|selected=greedy
427,426,8,4,4,"ADD:3,2;ADD:4,7;ADD:7,8;ADD:8,8;REMOVE:4,6;REMOVE:5,1;REMOVE:7,5;REMOVE:8,5",0:-;1:-;2:-;3:-;4:6;5:1;6:-;7:5;8:5;9:-,0:-;1:-;2:-;3:2;4:7;5:-;6:-;7:8;8:8;9:-,3@2=1;4@0=1;4@1=1;7@8=1;8@8=1;8@6=1,"2,0,1,8,6",6,6,6,0,1.0,0.6499051776975252,1.0,0.04990517769752515,0.0,0.0,0.4,0.12364482879638672,Feasible|selected=greedy
428,427,6,3,3,"ADD:5,4;ADD:7,1;ADD:8,5;REMOVE:3,2;REMOVE:4,7;REMOVE:7,8",0:-;1:-;2:-;3:2;4:7;5:-;6:-;7:8;8:8;9:-,0:-;1:-;2:-;3:-;4:-;5:4;6:-;7:1;8:5|8;9:-,5@4=1;7@1=1;8@4=1;8@5=1,"4,1,5",4,4,4,0,1.0,0.521720162776711,0.75,0.071720162776711,0.0,0.0,0.30000000000000004,0.11403417587280273,Feasible|selected=greedy
429,428,7,3,4,"ADD:1,2;ADD:7,4;ADD:8,4;REMOVE:5,4;REMOVE:7,1;REMOVE:8,5;REMOVE:8,8",0:-;1:-;2:-;3:-;4:-;5:4;6:-;7:1;8:5|8;9:-,0:-;1:2;2:-;3:-;4:-;5:-;6:-;7:4;8:4;9:-,1@2=1;7@4=1;8@2=1;8@4=1,"2,4",4,4,4,0,1.0,0.7817954963832507,1.0,0.08179549638325082,0.0,0.0,0.30000000000000004,0.11315774917602539,Feasible|selected=greedy
430,429,7,4,3,"ADD:4,5;ADD:5,8;ADD:7,2;ADD:8,7;REMOVE:1,2;REMOVE:7,4;REMOVE:8,4",0:-;1:2;2:-;3:-;4:-;5:-;6:-;7:4;8:4;9:-,0:-;1:-;2:-;3:-;4:5;5:8;6:-;7:2;8:7;9:-,4@5=1;5@5=1;5@1=1;5@2=1;7@2=1;8@1=1;8@4=1;8@8=1;8@9=1,"5,1,2,4,8,9",9,9,9,0,1.0,0.620118387485649,1.0,0.020118387485649036,0.0,0.0,0.4,0.14067363739013672,Feasible|selected=greedy
431,430,5,2,3,"ADD:1,4;ADD:8,8;REMOVE:4,5;REMOVE:5,8;REMOVE:8,7",0:-;1:-;2:-;3:-;4:5;5:8;6:-;7:2;8:7;9:-,0:-;1:4;2:-;3:-;4:-;5:-;6:-;7:2;8:8;9:-,1@4=1;7@0=1;7@5=1;7@9=1;8@4=1;8@1=1;8@6=1;8@8=1,"4,0,5,9,1,6,8",8,8,8,0,1.0,0.5786481955172353,0.75,0.02864819551723543,0.0,0.0,0.2,0.1428213119506836,Feasible|selected=greedy
432,431,6,3,3,"ADD:5,4;ADD:7,7;ADD:8,0;REMOVE:1,4;REMOVE:7,2;REMOVE:8,8",0:-;1:4;2:-;3:-;4:-;5:-;6:-;7:2;8:8;9:-,0:-;1:-;2:-;3:-;4:-;5:4;6:-;7:7;8:0;9:-,5@4=1;7@4=1;7@0=1;8@0=1,"4,0",4,4,4,0,1.0,0.7526042066325598,1.0,0.052604206632559804,0.0,0.0,0.30000000000000004,0.1096651554107666,Feasible|selected=greedy
433,432,5,2,3,"ADD:7,2;ADD:8,2;REMOVE:5,4;REMOVE:7,7;REMOVE:8,0",0:-;1:-;2:-;3:-;4:-;5:4;6:-;7:7;8:0;9:-,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:2;8:2;9:-,7@2=1;8@2=2,2,3,2,2,0,1.0,0.9032689529943452,1.0,0.10326895299434516,0.0,0.0,0.2,0.10249900817871094,Feasible|selected=greedy
434,433,6,4,2,"ADD:2,9;ADD:4,8;ADD:5,9;ADD:8,3;REMOVE:7,2;REMOVE:8,2",0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:2;8:2;9:-,0:-;1:-;2:9;3:-;4:8;5:9;6:-;7:-;8:3;9:-,2@9=1;4@2=1;4@8=1;5@9=1;8@3=1,"9,2,8,3",5,5,5,0,1.0,0.6842877442296486,1.0,0.08428774422964867,0.0,0.0,0.4,0.11849594116210938,Feasible|selected=greedy
435,434,6,3,3,"ADD:1,3;ADD:5,3;ADD:7,7;REMOVE:2,9;REMOVE:4,8;REMOVE:5,9",0:-;1:-;2:9;3:-;4:8;5:9;6:-;7:-;8:3;9:-,0:-;1:3;2:-;3:-;4:-;5:3;6:-;7:7;8:3;9:-,1@3=1;5@3=1;7@0=1;7@1=1;8@3=1;8@1=1;8@2=1,"3,0,1,2",7,7,7,0,1.0,0.49416804151352123,0.75,0.04416804151352125,0.0,0.0,0.30000000000000004,0.1235799789428711,Feasible|selected=greedy
436,435,9,5,4,"ADD:3,2;ADD:4,2;ADD:5,8;ADD:7,0;ADD:8,6;REMOVE:1,3;REMOVE:5,3;REMOVE:7,7;REMOVE:8,3",0:-;1:3;2:-;3:-;4:-;5:3;6:-;7:7;8:3;9:-,0:-;1:-;2:-;3:2;4:2;5:8;6:-;7:0;8:6;9:-,3@2=1;4@2=1;5@1=1;5@8=1;7@0=1;8@6=1,"2,1,8,0,6",6,6,6,0,1.0,0.5862820032793166,1.0,0.08628200327931654,0.0,0.0,0.5,0.12337303161621094,Feasible|selected=greedy
437,436,7,2,5,"ADD:4,9;ADD:8,4;REMOVE:3,2;REMOVE:4,2;REMOVE:5,8;REMOVE:7,0;REMOVE:8,6",0:-;1:-;2:-;3:2;4:2;5:8;6:-;7:0;8:6;9:-,0:-;1:-;2:-;3:-;4:9;5:-;6:-;7:-;8:4;9:-,4@7=1;4@9=1;8@2=1;8@4=1,"7,9,2,4",4,4,4,0,1.0,0.8496895601988887,1.0,0.04968956019888871,0.0,0.0,0.2,0.11907100677490234,Feasible|selected=greedy
