COVERAGE VIOLATION REPORT
================================================================================
Total demand pairs checked: 38186
Total violations: 0
Overall violation ratio: 0.000000

Per-slot summary:
 slot  demand_pairs  violations  violation_ratio
 1213            35           0              0.0
 1214            44           0              0.0
 1215            51           0              0.0
 1216            47           0              0.0
 1217            51           0              0.0
 1218            39           0              0.0
 1219            41           0              0.0
 1220            43           0              0.0
 1221            41           0              0.0
 1222            61           0              0.0
 1223            63           0              0.0
 1224            44           0              0.0
 1225            52           0              0.0
 1226            40           0              0.0
 1227            27           0              0.0
 1228            36           0              0.0
 1229            57           0              0.0
 1230            55           0              0.0
 1231            50           0              0.0
 1232            49           0              0.0
 1233            42           0              0.0
 1234            34           0              0.0
 1235            31           0              0.0
 1236            41           0              0.0
 1237            78           0              0.0
 1238            74           0              0.0
 1239            80           0              0.0
 1240            66           0              0.0
 1241            62           0              0.0
 1242            68           0              0.0
 1243            74           0              0.0
 1244            73           0              0.0
 1245            73           0              0.0
 1246            70           0              0.0
 1247            71           0              0.0
 1248            66           0              0.0
 1249            66           0              0.0
 1250            66           0              0.0
 1251            78           0              0.0
 1252            69           0              0.0
 1253            61           0              0.0
 1254            63           0              0.0
 1255            61           0              0.0
 1256            64           0              0.0
 1257            75           0              0.0
 1258            78           0              0.0
 1259            73           0              0.0
 1260            65           0              0.0
 1261            63           0              0.0
 1262            60           0              0.0
 1263            72           0              0.0
 1264            79           0              0.0
 1265            80           0              0.0
 1266            77           0              0.0
 1267            77           0              0.0
 1268            70           0              0.0
 1269            54           0              0.0
 1270            55           0              0.0
 1271            55           0              0.0
 1272            79           0              0.0
 1273            78           0              0.0
 1274            80           0              0.0
 1275            69           0              0.0
 1276            63           0              0.0
 1277            51           0              0.0
 1278            75           0              0.0
 1279            77           0              0.0
 1280            65           0              0.0
 1281            69           0              0.0
 1282            64           0              0.0
 1283            55           0              0.0
 1284            55           0              0.0
 1285            66           0              0.0
 1286            69           0              0.0
 1287            68           0              0.0
 1288            65           0              0.0
 1289            63           0              0.0
 1290            44           0              0.0
 1291            51           0              0.0
 1292            58           0              0.0
 1293            60           0              0.0
 1294            69           0              0.0
 1295            69           0              0.0
 1296            57           0              0.0
 1297            49           0              0.0
 1298            53           0              0.0
 1299            73           0              0.0
 1300            61           0              0.0
 1301            57           0              0.0
 1302            56           0              0.0
 1303            58           0              0.0
 1304            47           0              0.0
 1305            53           0              0.0
 1306            65           0              0.0
 1307            69           0              0.0
 1308            59           0              0.0
 1309            59           0              0.0
 1310            60           0              0.0
 1311            47           0              0.0
 1312            57           0              0.0
 1313            66           0              0.0
 1314            67           0              0.0
 1315            59           0              0.0
 1316            59           0              0.0
 1317            64           0              0.0
 1318            54           0              0.0
 1319            56           0              0.0
 1320            70           0              0.0
 1321            63           0              0.0
 1322            67           0              0.0
 1323            61           0              0.0
 1324            72           0              0.0
 1325            56           0              0.0
 1326            65           0              0.0
 1327            65           0              0.0
 1328            70           0              0.0
 1329            65           0              0.0
 1330            63           0              0.0
 1331            64           0              0.0
 1332            52           0              0.0
 1333            61           0              0.0
 1334            59           0              0.0
 1335            73           0              0.0
 1336            68           0              0.0
 1337            61           0              0.0
 1338            70           0              0.0
 1339            57           0              0.0
 1340            66           0              0.0
 1341            74           0              0.0
 1342            74           0              0.0
 1343            69           0              0.0
 1344            68           0              0.0
 1345            68           0              0.0
 1346            69           0              0.0
 1347            60           0              0.0
 1348            75           0              0.0
 1349            77           0              0.0
 1350            68           0              0.0
 1351            71           0              0.0
 1352            70           0              0.0
 1353            50           0              0.0
 1354            71           0              0.0
 1355            89           0              0.0
 1356            68           0              0.0
 1357            71           0              0.0
 1358            68           0              0.0
 1359            62           0              0.0
 1360            53           0              0.0
 1361            57           0              0.0
 1362            68           0              0.0
 1363            65           0              0.0
 1364            68           0              0.0
 1365            67           0              0.0
 1366            67           0              0.0
 1367            59           0              0.0
 1368            56           0              0.0
 1369            81           0              0.0
 1370            70           0              0.0
 1371            69           0              0.0
 1372            65           0              0.0
 1373            67           0              0.0
 1374            56           0              0.0
 1375            69           0              0.0
 1376            75           0              0.0
 1377            78           0              0.0
 1378            67           0              0.0
 1379            63           0              0.0
 1380            75           0              0.0
 1381            62           0              0.0
 1382            69           0              0.0
 1383            71           0              0.0
 1384            74           0              0.0
 1385            68           0              0.0
 1386            66           0              0.0
 1387            60           0              0.0
 1388            51           0              0.0
 1389            63           0              0.0
 1390            63           0              0.0
 1391            55           0              0.0
 1392            53           0              0.0
 1393            44           0              0.0
 1394            51           0              0.0
 1395            44           0              0.0
 1396            44           0              0.0
 1397            61           0              0.0
 1398            61           0              0.0
 1399            53           0              0.0
 1400            51           0              0.0
 1401            49           0              0.0
 1402            40           0              0.0
 1403            38           0              0.0
 1404            46           0              0.0
 1405            57           0              0.0
 1406            41           0              0.0
 1407            46           0              0.0
 1408            37           0              0.0
 1409            42           0              0.0
 1410            34           0              0.0
 1411            48           0              0.0
 1412            43           0              0.0
 1413            30           0              0.0
 1414            19           0              0.0
 1415            37           0              0.0
 1416            28           0              0.0
 1417            43           0              0.0
 1418            51           0              0.0
 1419            45           0              0.0
 1420            24           0              0.0
 1421            37           0              0.0
 1422            30           0              0.0
 1423            28           0              0.0
 1424            29           0              0.0
 1425            39           0              0.0
 1426            42           0              0.0
 1427            39           0              0.0
 1428            17           0              0.0
 1429            28           0              0.0
 1430            25           0              0.0
 1431            25           0              0.0
 1432            31           0              0.0
 1433            39           0              0.0
 1434            33           0              0.0
 1435            24           0              0.0
 1436            26           0              0.0
 1437            29           0              0.0
 1438            29           0              0.0
 1439            31           0              0.0
 1440            34           0              0.0
 1441            25           0              0.0
 1442            21           0              0.0
 1443            18           0              0.0
 1444             7           0              0.0
 1445             7           0              0.0
 1446            27           0              0.0
 1447            31           0              0.0
 1448            35           0              0.0
 1449            43           0              0.0
 1450            37           0              0.0
 1451            21           0              0.0
