slot,timestamp,action_count,adds,removes,actions,placement_before,placement_after,demand,attachment_points,total_requests,demand_pairs,covered_pairs_after,uncovered_pairs_after,coverage_ratio_after,objective,R_nominal,B_nominal,R_wc,B_wc,Op_cost,solve_time,status
167,166,4,2,2,"ADD:0,8;ADD:1,9;REMOVE:4,7;REMOVE:5,8",0:-;1:-;2:2;3:-;4:7;5:8;6:-;7:-;8:-;9:-,0:8;1:9;2:2;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@8=1;1@2=1;1@9=1;2@2=1,"8,2,9",4,4,4,0,1.0,0.5400018926902039,0.6666666666666666,0.07333522602353729,0.0,0.0,0.2,0.10802698135375977,Feasible|selected=greedy
168,167,6,4,2,"ADD:1,4;ADD:4,7;ADD:5,6;ADD:6,9;REMOVE:0,8;REMOVE:1,9",0:8;1:9;2:2;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0:-;1:4;2:2;3:-;4:7;5:6;6:9;7:-;8:-;9:-,1@4=1;2@2=1;4@4=1;4@7=2;5@6=1;6@9=1,"4,2,7,6,9",7,6,6,0,1.0,0.3518844162265756,0.6666666666666666,0.08521774955990896,0.0,0.0,0.4,0.12772798538208008,Feasible|selected=greedy
169,168,11,6,5,"ADD:1,7;ADD:2,4;ADD:3,5;ADD:4,4;ADD:5,7;ADD:6,2;REMOVE:1,4;REMOVE:2,2;REMOVE:4,7;REMOVE:5,6;REMOVE:6,9",0:-;1:4;2:2;3:-;4:7;5:6;6:9;7:-;8:-;9:-,0:-;1:7;2:4;3:5;4:4;5:7;6:2;7:-;8:-;9:-,1@4=2;1@7=1;2@4=1;3@5=1;4@4=1;4@2=2;5@3=1;5@8=1;6@2=1,"4,7,5,2,3,8",11,9,9,0,1.0,0.4457813854057643,1.0,0.045781385405764236,0.0,0.0,0.6,0.20931577682495117,Feasible|selected=greedy
170,169,9,4,5,"ADD:1,4;ADD:2,7;ADD:4,5;ADD:6,3;REMOVE:1,7;REMOVE:2,4;REMOVE:4,4;REMOVE:5,7;REMOVE:6,2",0:-;1:7;2:4;3:5;4:4;5:7;6:2;7:-;8:-;9:-,0:-;1:4;2:7;3:5;4:5;5:-;6:3;7:-;8:-;9:-,1@4=1;2@0=1;2@1=1;2@2=1;2@8=1;3@5=1;4@5=1;6@3=1,"4,0,1,2,8,5,3",8,8,8,0,1.0,0.48021368313000035,0.8333333333333334,0.04688034979666701,0.0,0.0,0.4,0.1206820011138916,Feasible|selected=greedy
171,170,8,4,4,"ADD:1,8;ADD:4,4;ADD:5,4;ADD:7,8;REMOVE:1,4;REMOVE:3,5;REMOVE:4,5;REMOVE:6,3",0:-;1:4;2:7;3:5;4:5;5:-;6:3;7:-;8:-;9:-,0:-;1:8;2:7;3:-;4:4;5:4;6:-;7:8;8:-;9:-,1@1=1;1@2=1;1@4=2;1@8=1;2@4=1;2@0=1;2@9=1;4@2=1;4@4=2;5@4=2;7@8=1,"1,2,4,8,0,9",14,11,11,0,1.0,0.4418069300066211,0.8,0.04180693000662105,0.0,0.0,0.4,0.12822508811950684,Feasible|selected=greedy
172,171,6,3,3,"ADD:0,4;ADD:4,9;ADD:6,9;REMOVE:4,4;REMOVE:5,4;REMOVE:7,8",0:-;1:8;2:7;3:-;4:4;5:4;6:-;7:8;8:-;9:-,0:4;1:8;2:7;3:-;4:9;5:-;6:9;7:-;8:-;9:-,0@4=1;1@7=1;1@8=1;2@6=1;4@9=1;6@9=1,"4,7,8,6,9",6,6,6,0,1.0,0.3686842236419857,0.6,0.06868422364198577,0.0,0.0,0.30000000000000004,0.04043221473693848,Feasible|selected=beam_search
173,172,8,3,5,"ADD:3,8;ADD:4,6;ADD:5,9;REMOVE:0,4;REMOVE:1,8;REMOVE:2,7;REMOVE:4,9;REMOVE:6,9",0:4;1:8;2:7;3:-;4:9;5:-;6:9;7:-;8:-;9:-,0:-;1:-;2:-;3:8;4:6;5:9;6:-;7:-;8:-;9:-,3@8=1;4@1=1;4@6=1;5@6=1;5@2=1,"8,1,6,2",5,5,5,0,1.0,0.7463479464227494,1.0,0.04634794642274944,0.0,0.0,0.30000000000000004,0.12188315391540527,Feasible|selected=greedy
174,173,5,3,2,"ADD:1,9;ADD:4,9;ADD:6,9;REMOVE:3,8;REMOVE:4,6",0:-;1:-;2:-;3:8;4:6;5:9;6:-;7:-;8:-;9:-,0:-;1:9;2:-;3:-;4:9;5:9;6:9;7:-;8:-;9:-,1@1=1;1@2=2;4@2=1;4@9=1;5@1=1;5@2=2;6@9=1,"1,2,9",9,7,7,0,1.0,0.38620541345248116,0.6666666666666666,0.019538746785814545,0.0,0.0,0.30000000000000004,0.1329636573791504,Feasible|selected=greedy
175,174,5,5,0,"ADD:0,1;ADD:1,4;ADD:2,9;ADD:4,4;ADD:5,4",0:-;1:9;2:-;3:-;4:9;5:9;6:9;7:-;8:-;9:-,0:1;1:4|9;2:9;3:-;4:4|9;5:4|9;6:9;7:-;8:-;9:-,0@1=1;1@4=1;1@9=2;2@9=1;2@7=2;4@1=1;4@4=1;4@2=1;5@4=3;5@7=1;6@1=1;6@3=1,"1,4,9,7,2,3",16,12,12,0,1.0,-0.4389016379811154,0.0,0.06109836201888459,0.0,0.0,0.5,0.005013942718505859,Feasible|selected=gnn_ppo
176,175,9,2,7,"ADD:4,8;ADD:6,0;REMOVE:0,1;REMOVE:1,4;REMOVE:4,4;REMOVE:4,9;REMOVE:5,4;REMOVE:5,9;REMOVE:6,9",0:1;1:4|9;2:9;3:-;4:4|9;5:4|9;6:9;7:-;8:-;9:-,0:-;1:9;2:9;3:-;4:8;5:-;6:0;7:-;8:-;9:-,1@2=1;1@7=1;1@9=1;2@2=1;2@7=1;2@9=1;4@1=1;4@8=1;6@0=1,"2,7,9,1,8,0",9,9,9,0,1.0,0.6211002007538409,0.7777777777777778,0.04332242297606309,0.0,0.0,0.2,0.1272411346435547,Feasible|selected=greedy
177,176,4,1,3,"ADD:1,2;REMOVE:1,9;REMOVE:2,9;REMOVE:6,0",0:-;1:9;2:9;3:-;4:8;5:-;6:0;7:-;8:-;9:-,0:-;1:2;2:-;3:-;4:8;5:-;6:-;7:-;8:-;9:-,1@0=1;1@2=1;1@8=1;4@8=1,"0,2,8",4,4,4,0,1.0,0.6968888603348592,0.75,0.04688886033485915,0.0,0.0,0.1,0.11583685874938965,Feasible|selected=greedy
178,177,3,2,1,"ADD:4,5;ADD:5,7;REMOVE:4,8",0:-;1:2;2:-;3:-;4:8;5:-;6:-;7:-;8:-;9:-,0:-;1:2;2:-;3:-;4:5;5:7;6:-;7:-;8:-;9:-,1@2=1;4@0=1;4@5=1;4@8=1;5@2=1;5@7=1,"2,0,5,8,7",6,6,6,0,1.0,0.354264958158859,0.5,0.05426495815885903,0.0,0.0,0.2,0.11762213706970215,Feasible|selected=greedy
179,178,6,3,3,"ADD:1,8;ADD:4,2;ADD:5,6;REMOVE:1,2;REMOVE:4,5;REMOVE:5,7",0:-;1:2;2:-;3:-;4:5;5:7;6:-;7:-;8:-;9:-,0:-;1:8;2:-;3:-;4:2;5:6;6:-;7:-;8:-;9:-,1@1=1;1@4=2;1@8=1;4@2=1;5@4=1;5@6=1,"1,4,8,2,6",7,6,6,0,1.0,0.7389882579677904,1.0,0.03898825796779051,0.0,0.0,0.30000000000000004,0.12870192527770996,Feasible|selected=greedy
180,179,4,1,3,"ADD:4,8;REMOVE:1,8;REMOVE:4,2;REMOVE:5,6",0:-;1:8;2:-;3:-;4:2;5:6;6:-;7:-;8:-;9:-,0:-;1:-;2:-;3:-;4:8;5:-;6:-;7:-;8:-;9:-,4@1=1;4@8=1,"1,8",2,2,2,0,1.0,0.9502372279160459,1.0,0.05023722791604599,0.0,0.0,0.1,0.11815094947814941,Feasible|selected=greedy
181,180,4,3,1,"ADD:1,7;ADD:2,3;ADD:5,2;REMOVE:4,8",0:-;1:-;2:-;3:-;4:8;5:-;6:-;7:-;8:-;9:-,0:-;1:7;2:3;3:-;4:-;5:2;6:-;7:-;8:-;9:-,1@0=1;1@2=1;1@6=1;2@2=1;2@3=1;5@2=1,"0,2,6,3",6,6,6,0,1.0,0.7330411971105071,1.0,0.03304119711050708,0.0,0.0,0.30000000000000004,0.11084985733032227,Feasible|selected=greedy
182,181,8,5,3,"ADD:2,9;ADD:4,5;ADD:5,8;ADD:5,9;ADD:6,1;REMOVE:1,7;REMOVE:2,3;REMOVE:5,2",0:-;1:7;2:3;3:-;4:-;5:2;6:-;7:-;8:-;9:-,0:-;1:-;2:9;3:-;4:5;5:8|9;6:1;7:-;8:-;9:-,2@9=1;4@3=1;4@5=1;4@8=1;5@9=1;5@8=2;6@1=1,"9,3,5,8,1",8,7,7,0,1.0,0.5768295530328129,1.0,0.07682955303281291,0.0,0.0,0.5,0.13823795318603516,Feasible|selected=greedy
183,182,8,4,4,"ADD:2,4;ADD:3,2;ADD:4,7;ADD:6,4;REMOVE:2,9;REMOVE:4,5;REMOVE:5,9;REMOVE:6,1",0:-;1:-;2:9;3:-;4:5;5:8|9;6:1;7:-;8:-;9:-,0:-;1:-;2:4;3:2;4:7;5:8;6:4;7:-;8:-;9:-,2@4=1;3@2=1;4@7=1;5@6=1;5@8=2;6@4=1,"4,2,7,6,8",7,6,6,0,1.0,0.4829747598220474,0.8,0.08297475982204741,0.0,0.0,0.4,0.11924290657043457,Feasible|selected=greedy
184,183,9,4,5,"ADD:0,3;ADD:2,2;ADD:4,1;ADD:5,4;REMOVE:2,4;REMOVE:3,2;REMOVE:4,7;REMOVE:5,8;REMOVE:6,4",0:-;1:-;2:4;3:2;4:7;5:8;6:4;7:-;8:-;9:-,0:3;1:-;2:2;3:-;4:1;5:4;6:-;7:-;8:-;9:-,0@3=1;2@3=1;2@2=1;2@8=1;4@1=1;5@2=1;5@4=1,"3,2,8,1,4",7,7,7,0,1.0,0.653843711664449,1.0,0.053843711664448964,0.0,0.0,0.4,0.13345718383789062,Feasible|selected=greedy
185,184,8,4,4,"ADD:1,7;ADD:5,7;ADD:6,9;ADD:7,4;REMOVE:0,3;REMOVE:2,2;REMOVE:4,1;REMOVE:5,4",0:3;1:-;2:2;3:-;4:1;5:4;6:-;7:-;8:-;9:-,0:-;1:7;2:-;3:-;4:-;5:7;6:9;7:4;8:-;9:-,1@7=1;5@7=1;5@2=1;5@6=1;6@2=1;6@1=1;7@4=1,"7,2,6,1,4",7,7,7,0,1.0,0.6442743665545284,1.0,0.04427436655452852,0.0,0.0,0.4,0.16901898384094238,Feasible|selected=greedy
186,185,8,4,4,"ADD:0,9;ADD:4,1;ADD:5,0;ADD:6,6;REMOVE:1,7;REMOVE:5,7;REMOVE:6,9;REMOVE:7,4",0:-;1:7;2:-;3:-;4:-;5:7;6:9;7:4;8:-;9:-,0:9;1:-;2:-;3:-;4:1;5:0;6:6;7:-;8:-;9:-,0@9=1;4@1=1;5@0=1;6@1=1;6@4=1;6@6=1,"9,1,0,4,6",6,6,6,0,1.0,0.6624603558744638,1.0,0.06246035587446397,0.0,0.0,0.4,0.1317129135131836,Feasible|selected=greedy
187,186,5,1,4,"ADD:4,0;REMOVE:0,9;REMOVE:4,1;REMOVE:5,0;REMOVE:6,6",0:9;1:-;2:-;3:-;4:1;5:0;6:6;7:-;8:-;9:-,0:-;1:-;2:-;3:-;4:0;5:-;6:-;7:-;8:-;9:-,4@0=1,0,1,1,1,0,1.0,1.011311458415075,1.0,0.11131145841507514,0.0,0.0,0.1,0.11617875099182129,Feasible|selected=greedy
188,187,2,1,1,"ADD:4,7;REMOVE:4,0",0:-;1:-;2:-;3:-;4:0;5:-;6:-;7:-;8:-;9:-,0:-;1:-;2:-;3:-;4:7;5:-;6:-;7:-;8:-;9:-,4@0=1;4@1=1;4@3=1;4@7=1,"0,1,3,7",4,4,4,0,1.0,0.9221053542795555,1.0,0.02210535427955549,0.0,0.0,0.1,0.12345409393310547,Feasible|selected=greedy
189,188,3,2,1,"ADD:0,4;ADD:4,1;REMOVE:4,7",0:-;1:-;2:-;3:-;4:7;5:-;6:-;7:-;8:-;9:-,0:4;1:-;2:-;3:-;4:1;5:-;6:-;7:-;8:-;9:-,0@4=1;4@1=1,"4,1",2,2,2,0,1.0,0.9117236473416932,1.0,0.11172364734169324,0.0,0.0,0.2,0.10321998596191406,Feasible|selected=greedy
190,189,8,6,2,"ADD:0,3;ADD:1,5;ADD:3,2;ADD:4,2;ADD:5,9;ADD:6,7;REMOVE:0,4;REMOVE:4,1",0:4;1:-;2:-;3:-;4:1;5:-;6:-;7:-;8:-;9:-,0:3;1:5;2:-;3:2;4:2;5:9;6:7;7:-;8:-;9:-,0@3=1;1@5=1;3@2=1;4@2=2;5@9=1;6@0=1;6@4=1,"3,5,2,9,0,4",8,7,7,0,1.0,0.4740309174082845,1.0,0.07403091740828446,0.0,0.0,0.6,0.12638497352600098,Feasible|selected=greedy
191,190,11,5,6,"ADD:1,9;ADD:2,1;ADD:4,9;ADD:5,7;ADD:6,4;REMOVE:0,3;REMOVE:1,5;REMOVE:3,2;REMOVE:4,2;REMOVE:5,9;REMOVE:6,7",0:3;1:5;2:-;3:2;4:2;5:9;6:7;7:-;8:-;9:-,0:-;1:9;2:1;3:-;4:9;5:7;6:4;7:-;8:-;9:-,1@1=1;1@2=1;1@6=1;2@1=1;4@9=1;5@7=1;6@4=2,"1,2,6,9,7,4",8,7,7,0,1.0,0.5657816082814937,1.0,0.06578160828149367,0.0,0.0,0.5,0.10715079307556152,Feasible|selected=greedy
192,191,10,5,5,"ADD:1,7;ADD:2,8;ADD:3,7;ADD:4,8;ADD:5,4;REMOVE:1,9;REMOVE:2,1;REMOVE:4,9;REMOVE:5,7;REMOVE:6,4",0:-;1:9;2:1;3:-;4:9;5:7;6:4;7:-;8:-;9:-,0:-;1:7;2:8;3:7;4:8;5:4;6:-;7:-;8:-;9:-,1@1=1;1@2=2;1@3=1;1@8=1;2@1=2;2@2=2;2@8=1;3@2=1;3@6=1;3@7=1;4@6=1;4@4=1;4@5=1;5@4=1,"1,2,3,8,6,7,4,5",17,14,14,0,1.0,0.5181997537437353,1.0,0.01819975374373535,0.0,0.0,0.5,0.14191317558288574,Feasible|selected=greedy
193,192,8,4,4,"ADD:1,3;ADD:2,5;ADD:3,2;ADD:5,3;REMOVE:1,7;REMOVE:2,8;REMOVE:3,7;REMOVE:5,4",0:-;1:7;2:8;3:7;4:8;5:4;6:-;7:-;8:-;9:-,0:-;1:3;2:5;3:2;4:8;5:3;6:-;7:-;8:-;9:-,1@3=1;2@5=1;3@2=1;4@8=1;5@3=1;5@1=1,"3,5,2,8,1",6,6,6,0,1.0,0.481701416841787,0.8,0.08170141684178696,0.0,0.0,0.4,0.1230318546295166,Feasible|selected=greedy
194,193,9,4,5,"ADD:1,1;ADD:2,1;ADD:4,6;ADD:5,8;REMOVE:1,3;REMOVE:2,5;REMOVE:3,2;REMOVE:4,8;REMOVE:5,3",0:-;1:3;2:5;3:2;4:8;5:3;6:-;7:-;8:-;9:-,0:-;1:1;2:1;3:-;4:6;5:8;6:-;7:-;8:-;9:-,1@1=1;2@1=1;4@6=1;5@8=1,"1,6,8",4,4,4,0,1.0,0.7054329937815892,1.0,0.10543299378158913,0.0,0.0,0.4,0.10294914245605469,Feasible|selected=greedy
195,194,7,4,3,"ADD:0,8;ADD:1,0;ADD:2,9;ADD:6,7;REMOVE:1,1;REMOVE:2,1;REMOVE:5,8",0:-;1:1;2:1;3:-;4:6;5:8;6:-;7:-;8:-;9:-,0:8;1:0;2:9;3:-;4:6;5:-;6:7;7:-;8:-;9:-,0@5=1;0@8=1;1@0=1;2@1=1;2@9=1;4@6=1;6@4=1;6@7=1,"5,8,0,1,9,6,4,7",8,8,8,0,1.0,0.4171273733891484,0.75,0.0671273733891484,0.0,0.0,0.4,0.12994170188903809,Feasible|selected=greedy
196,195,11,6,5,"ADD:1,7;ADD:2,0;ADD:4,8;ADD:4,9;ADD:5,8;ADD:6,8;REMOVE:0,8;REMOVE:1,0;REMOVE:2,9;REMOVE:4,6;REMOVE:6,7",0:8;1:0;2:9;3:-;4:6;5:-;6:7;7:-;8:-;9:-,0:-;1:7;2:0;3:-;4:8|9;5:8;6:8;7:-;8:-;9:-,1@0=1;1@1=2;1@3=1;2@0=1;4@8=1;4@9=1;5@8=1;5@2=1;6@4=1;6@5=1,"0,1,3,8,9,2,4,5",11,10,10,0,1.0,0.439621779105695,1.0,0.03962177910569496,0.0,0.0,0.6,0.13869333267211914,Feasible|selected=greedy
197,196,9,4,5,"ADD:0,0;ADD:2,7;ADD:4,5;ADD:6,1;REMOVE:1,7;REMOVE:2,0;REMOVE:4,8;REMOVE:4,9;REMOVE:6,8",0:-;1:7;2:0;3:-;4:8|9;5:8;6:8;7:-;8:-;9:-,0:0;1:-;2:7;3:-;4:5;5:8;6:1;7:-;8:-;9:-,0@0=1;2@0=1;2@2=2;2@7=1;4@0=2;4@2=1;4@5=1;4@8=1;5@2=1;5@1=1;5@4=1;6@1=1,"0,2,7,5,8,1,4",14,12,12,0,1.0,0.46209645182451375,0.8333333333333334,0.028763118491180403,0.0,0.0,0.4,0.13573622703552246,Feasible|selected=greedy
198,197,8,3,5,"ADD:2,3;ADD:4,3;ADD:5,4;REMOVE:0,0;REMOVE:2,7;REMOVE:4,5;REMOVE:5,8;REMOVE:6,1",0:0;1:-;2:7;3:-;4:5;5:8;6:1;7:-;8:-;9:-,0:-;1:-;2:3;3:-;4:3;5:4;6:-;7:-;8:-;9:-,2@3=1;4@3=1;5@4=1,"3,4",3,3,3,0,1.0,0.7916097733590779,1.0,0.0916097733590779,0.0,0.0,0.30000000000000004,0.11047196388244629,Feasible|selected=greedy
199,198,4,2,2,"ADD:1,7;ADD:3,2;REMOVE:2,3;REMOVE:5,4",0:-;1:-;2:3;3:-;4:3;5:4;6:-;7:-;8:-;9:-,0:-;1:7;2:-;3:2;4:3;5:-;6:-;7:-;8:-;9:-,1@4=2;1@7=1;3@7=1;3@2=1;3@5=1;4@7=1;4@5=1;4@3=1,"4,7,2,5,3",9,8,8,0,1.0,0.5014594275892561,0.6666666666666666,0.034792760922589414,0.0,0.0,0.2,0.12653207778930664,Feasible|selected=greedy
200,199,3,2,1,"ADD:2,2;ADD:3,5;REMOVE:3,2",0:-;1:7;2:-;3:2;4:3;5:-;6:-;7:-;8:-;9:-,0:-;1:7;2:2;3:5;4:3;5:-;6:-;7:-;8:-;9:-,1@4=1;1@7=1;1@9=1;2@2=1;3@5=1;4@3=1,"4,7,9,2,5,3",6,6,6,0,1.0,0.1974170972638637,0.3333333333333333,0.06408376393053039,0.0,0.0,0.2,0.15471315383911133,Feasible|selected=greedy
201,200,8,4,4,"ADD:1,3;ADD:1,5;ADD:2,8;ADD:4,5;REMOVE:1,7;REMOVE:2,2;REMOVE:3,5;REMOVE:4,3",0:-;1:7;2:2;3:5;4:3;5:-;6:-;7:-;8:-;9:-,0:-;1:3|5;2:8;3:-;4:5;5:-;6:-;7:-;8:-;9:-,1@0=1;1@1=1;1@3=1;1@5=1;2@8=1;4@0=1;4@5=1,"0,1,3,5,8",7,7,7,0,1.0,0.6489123242093165,1.0,0.04891232420931655,0.0,0.0,0.4,0.13389229774475098,Feasible|selected=greedy
202,201,8,5,3,"ADD:1,4;ADD:2,2;ADD:3,3;ADD:4,9;ADD:6,2;REMOVE:1,3;REMOVE:1,5;REMOVE:2,8",0:-;1:3|5;2:8;3:-;4:5;5:-;6:-;7:-;8:-;9:-,0:-;1:4;2:2;3:3;4:5|9;5:-;6:2;7:-;8:-;9:-,1@4=1;2@4=1;2@0=1;2@5=1;3@3=1;4@5=1;4@9=1;6@2=1,"4,0,5,3,9,2",8,8,8,0,1.0,0.3135701755976199,0.75,0.06357017559761988,0.0,0.0,0.5,0.12945103645324707,Feasible|selected=greedy
203,202,9,3,6,"ADD:2,7;ADD:4,8;ADD:5,8;REMOVE:1,4;REMOVE:2,2;REMOVE:3,3;REMOVE:4,5;REMOVE:4,9;REMOVE:6,2",0:-;1:4;2:2;3:3;4:5|9;5:-;6:2;7:-;8:-;9:-,0:-;1:-;2:7;3:-;4:8;5:8;6:-;7:-;8:-;9:-,2@1=2;2@4=1;2@9=1;4@4=2;4@5=1;5@5=2;5@7=1,"1,4,9,5,7",10,7,7,0,1.0,0.7,1.0,0.0,0.0,0.0,0.30000000000000004,0.1204380989074707,Feasible|selected=greedy
204,203,6,4,2,"ADD:1,7;ADD:2,8;ADD:5,2;ADD:6,1;REMOVE:2,7;REMOVE:5,8",0:-;1:-;2:7;3:-;4:8;5:8;6:-;7:-;8:-;9:-,0:-;1:7;2:8;3:-;4:8;5:2;6:1;7:-;8:-;9:-,1@0=2;1@1=1;1@7=1;2@7=1;2@5=1;2@6=1;4@1=1;4@2=1;4@4=1;5@2=1;6@1=1,"0,1,7,5,6,2,4",12,11,11,0,1.0,0.2900007390905066,0.6666666666666666,0.023334072423839964,0.0,0.0,0.4,0.12144279479980469,Feasible|selected=greedy
205,204,6,2,4,"ADD:2,7;ADD:4,2;REMOVE:2,8;REMOVE:4,8;REMOVE:5,2;REMOVE:6,1",0:-;1:7;2:8;3:-;4:8;5:2;6:1;7:-;8:-;9:-,0:-;1:7;2:7;3:-;4:2;5:-;6:-;7:-;8:-;9:-,1@2=1;1@3=1;1@4=2;1@6=1;2@0=1;2@9=1;4@2=1,"2,3,4,6,0,9",8,7,7,0,1.0,0.6109800195444326,0.8,0.010980019544432538,0.0,0.0,0.2,0.10229086875915527,Feasible|selected=greedy
206,205,3,1,2,"ADD:8,2;REMOVE:1,7;REMOVE:2,7",0:-;1:7;2:7;3:-;4:2;5:-;6:-;7:-;8:-;9:-,0:-;1:-;2:-;3:-;4:2;5:-;6:-;7:-;8:2;9:-,4@2=1;8@2=1,2,2,2,2,0,1.0,0.6638861131901962,0.6666666666666666,0.09721944652352954,0.0,0.0,0.1,0.08715319633483887,Feasible|selected=greedy
207,206,5,3,2,"ADD:2,4;ADD:4,7;ADD:5,9;REMOVE:4,2;REMOVE:8,2",0:-;1:-;2:-;3:-;4:2;5:-;6:-;7:-;8:2;9:-,0:-;1:-;2:4;3:-;4:7;5:9;6:-;7:-;8:-;9:-,2@4=1;4@4=2;4@7=1;5@3=1;5@9=1,"4,7,3,9",6,5,5,0,1.0,0.7482154082792796,1.0,0.048215408279279504,0.0,0.0,0.30000000000000004,0.10699295997619629,Feasible|selected=greedy
208,207,4,2,2,"ADD:4,2;ADD:6,3;REMOVE:2,4;REMOVE:4,7",0:-;1:-;2:4;3:-;4:7;5:9;6:-;7:-;8:-;9:-,0:-;1:-;2:-;3:-;4:2;5:9;6:3;7:-;8:-;9:-,4@3=1;4@4=1;4@5=1;5@9=1;6@3=1,"3,4,5,9",5,5,5,0,1.0,0.5064021443439133,0.6666666666666666,0.03973547767724674,0.0,0.0,0.2,0.12073183059692383,Feasible|selected=greedy
209,208,5,3,2,"ADD:2,8;ADD:4,9;ADD:6,1;REMOVE:4,2;REMOVE:6,3",0:-;1:-;2:-;3:-;4:2;5:9;6:3;7:-;8:-;9:-,0:-;1:-;2:8;3:-;4:9;5:9;6:1;7:-;8:-;9:-,2@5=1;2@8=1;4@1=1;4@2=1;5@9=1;6@1=1,"5,8,1,2,9",6,6,6,0,1.0,0.4121524915602909,0.6666666666666666,0.045485824893624335,0.0,0.0,0.30000000000000004,0.11461234092712402,Feasible|selected=greedy
210,209,8,4,4,"ADD:4,7;ADD:5,3;ADD:6,2;ADD:7,9;REMOVE:2,8;REMOVE:4,9;REMOVE:5,9;REMOVE:6,1",0:-;1:-;2:8;3:-;4:9;5:9;6:1;7:-;8:-;9:-,0:-;1:-;2:-;3:-;4:7;5:3;6:2;7:9;8:-;9:-,4@1=1;4@2=1;4@4=1;4@7=1;4@9=1;5@3=1;6@2=1;6@4=1;6@3=1;7@1=1;7@2=1,"1,2,4,7,9,3",11,11,11,0,1.0,0.6286788401364062,1.0,0.028678840136406127,0.0,0.0,0.4,0.13367009162902832,Feasible|selected=greedy
211,210,6,3,3,"ADD:2,9;ADD:5,1;ADD:6,3;REMOVE:5,3;REMOVE:6,2;REMOVE:7,9",0:-;1:-;2:-;3:-;4:7;5:3;6:2;7:9;8:-;9:-,0:-;1:-;2:9;3:-;4:7;5:1;6:3;7:-;8:-;9:-,2@9=1;4@0=1;4@1=1;4@6=1;4@8=1;5@1=1;6@3=1,"9,0,1,6,8,3",7,7,7,0,1.0,0.49071889898432586,0.75,0.04071889898432594,0.0,0.0,0.30000000000000004,0.12436389923095703,Feasible|selected=greedy
212,211,6,2,4,"ADD:4,9;ADD:7,7;REMOVE:2,9;REMOVE:4,7;REMOVE:5,1;REMOVE:6,3",0:-;1:-;2:9;3:-;4:7;5:1;6:3;7:-;8:-;9:-,0:-;1:-;2:-;3:-;4:9;5:-;6:-;7:7;8:-;9:-,4@9=1;7@4=1;7@7=1,"9,4,7",3,3,3,0,1.0,0.8562451589619053,1.0,0.05624515896190525,0.0,0.0,0.2,0.10563516616821289,Feasible|selected=greedy
213,212,5,3,2,"ADD:4,1;ADD:5,1;ADD:6,4;REMOVE:4,9;REMOVE:7,7",0:-;1:-;2:-;3:-;4:9;5:-;6:-;7:7;8:-;9:-,0:-;1:-;2:-;3:-;4:1;5:1;6:4;7:-;8:-;9:-,4@1=1;5@1=1;6@4=1,"1,4",3,3,3,0,1.0,0.7928909156783737,1.0,0.09289091567837368,0.0,0.0,0.30000000000000004,0.11810994148254395,Feasible|selected=greedy
214,213,7,4,3,"ADD:2,6;ADD:5,5;ADD:6,3;ADD:7,5;REMOVE:4,1;REMOVE:5,1;REMOVE:6,4",0:-;1:-;2:-;3:-;4:1;5:1;6:4;7:-;8:-;9:-,0:-;1:-;2:6;3:-;4:-;5:5;6:3;7:5;8:-;9:-,2@6=1;5@2=1;5@5=1;6@3=1;7@5=1,"6,2,5,3",5,5,5,0,1.0,0.6789731010121663,1.0,0.07897310101216645,0.0,0.0,0.4,0.11475586891174316,Feasible|selected=greedy
215,214,7,3,4,"ADD:4,4;ADD:5,7;ADD:6,4;REMOVE:2,6;REMOVE:5,5;REMOVE:6,3;REMOVE:7,5",0:-;1:-;2:6;3:-;4:-;5:5;6:3;7:5;8:-;9:-,0:-;1:-;2:-;3:-;4:4;5:7;6:4;7:-;8:-;9:-,4@2=1;4@4=1;5@0=1;5@1=1;5@9=1;6@4=1,"2,4,0,1,9",6,6,6,0,1.0,0.7332833650169557,1.0,0.03328336501695562,0.0,0.0,0.30000000000000004,0.11546707153320312,Feasible|selected=greedy
216,215,6,4,2,"ADD:3,4;ADD:5,2;ADD:6,7;ADD:7,7;REMOVE:5,7;REMOVE:6,4",0:-;1:-;2:-;3:-;4:4;5:7;6:4;7:-;8:-;9:-,0:-;1:-;2:-;3:4;4:4;5:2;6:7;7:7;8:-;9:-,3@4=1;4@4=1;4@2=1;5@2=1;6@0=1;6@7=1;7@4=1;7@0=1;7@3=1,"4,2,0,7,3",9,9,9,0,1.0,0.31218845773999615,0.6666666666666666,0.04552179107332955,0.0,0.0,0.4,0.12532973289489746,Feasible|selected=greedy
217,216,8,4,4,"ADD:1,8;ADD:5,7;ADD:6,8;ADD:6,9;REMOVE:3,4;REMOVE:4,4;REMOVE:5,2;REMOVE:6,7",0:-;1:-;2:-;3:4;4:4;5:2;6:7;7:7;8:-;9:-,0:-;1:8;2:-;3:-;4:-;5:7;6:8|9;7:7;8:-;9:-,1@8=1;5@0=1;5@4=1;6@8=1;6@3=1;6@5=1;6@6=1;6@9=1;7@8=1;7@3=1;7@6=1;7@7=1,"8,0,4,3,5,6,9,7",12,12,12,0,1.0,0.4324309459208583,0.8,0.03243094592085831,0.0,0.0,0.4,0.15909385681152344,Feasible|selected=greedy
